PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  5.1374736E-08  4.5456313E-01  2.6656912E+00  1.6724501E+00  2.6476655E+00  4.2511218E+01  2.6479337E+00  1.6727400E+00  2.6654293E+00  4.5456307E-01  5.1375669E-08
  4.3120224E-08  1.0513120E+00  3.2222068E+00  2.2016326E+00  3.1388253E+00  4.5369669E+01  3.1390991E+00  2.2019272E+00  3.2219426E+00  1.0513123E+00  4.3120860E-08
  4.6789916E-08  1.7152925E+00  3.8444036E+00  2.8223141E+00  3.7245139E+00  4.9046676E+01  3.7247950E+00  2.8226151E+00  3.8441370E+00  1.7152934E+00  4.6785234E-08
  8.2758145E-08  2.4467793E+00  4.5356284E+00  3.5259132E+00  4.4055191E+00  5.3445974E+01  4.4058072E+00  3.5262190E+00  4.5353599E+00  2.4467804E+00  8.2756061E-08
  7.6595957E-08  3.2525675E+00  5.3034846E+00  4.3018681E+00  5.1632371E+00  5.8653449E+01  5.1635336E+00  4.3021827E+00  5.3032142E+00  3.2525689E+00  7.6597056E-08
  9.6181707E-08  4.1405867E+00  6.1588277E+00  5.1585529E+00  6.0172939E+00  6.4820964E+01  6.0176024E+00  5.1588725E+00  6.1585558E+00  4.1405883E+00  9.6178584E-08
  8.2363419E-08  5.1177040E+00  7.1127224E+00  6.1063184E+00  6.9661273E+00  7.2135612E+01  6.9664439E+00  6.1066464E+00  7.1124477E+00  5.1177059E+00  8.2368376E-08
  1.7852457E-07  6.1925048E+00  8.1628631E+00  7.1533472E+00  8.0158169E+00  8.0843795E+01  8.0161380E+00  7.1536801E+00  8.1625869E+00  6.1925071E+00  1.7852414E-07
  8.3480738E-08  7.3764206E+00  9.3204677E+00  8.3061361E+00  9.1730363E+00  9.1405791E+01  9.1733615E+00  8.3064734E+00  9.3201889E+00  7.3764230E+00  8.3473946E-08
  1.9792121E-07  8.6831449E+00  1.0595151E+01  9.5762386E+00  1.0455370E+01  1.0444263E+02  1.0455701E+01  9.5765841E+00  1.0594871E+01  8.6831479E+00  1.9791794E-07
  2.0562338E-07  1.0129409E+01  1.2011502E+01  1.0985372E+01  1.1872994E+01  1.2086522E+02  1.1873329E+01  1.0985721E+01  1.2011214E+01  1.0129412E+01  2.0562680E-07
  4.9741060E-08  1.1722987E+01  1.3575602E+01  1.2537319E+01  1.3435765E+01  1.4181110E+02  1.3436105E+01  1.2537672E+01  1.3575312E+01  1.1722990E+01  4.9741597E-08
  2.5473642E-08  4.4005010E-01  2.5394101E+00  1.6284046E+00  2.4909197E+00  4.0069579E+01  2.4912132E+00  1.6287194E+00  2.5391299E+00  4.4005010E-01  2.5475073E-08
  4.5447480E-08  1.0058346E+00  3.0680930E+00  2.1318088E+00  2.9592761E+00  4.2788737E+01  2.9595731E+00  2.1321283E+00  3.0678104E+00  1.0058350E+00  4.5448511E-08
  3.8711650E-08  1.6354110E+00  3.6585115E+00  2.7165514E+00  3.5125021E+00  4.6279472E+01  3.5128068E+00  2.7168781E+00  3.6582267E+00  1.6354118E+00  3.8717851E-08
