PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  3.8746889E-08  4.8704811E-01  2.8162535E+00  2.5614235E+00  4.0767297E+00  5.8743536E+01  4.0771014E+00  2.5618158E+00  2.8156994E+00  4.8704807E-01  3.8747684E-08
  5.7755448E-08  1.1791974E+00  3.4655950E+00  3.1725003E+00  4.6413793E+00  6.3094889E+01  4.6417581E+00  3.1728981E+00  3.4650352E+00  1.1791976E+00  5.7755425E-08
  4.8479854E-08  1.9416345E+00  4.1834036E+00  3.8814376E+00  5.3073996E+00  6.8461807E+01  5.3077870E+00  3.8818432E+00  4.1828380E+00  1.9416353E+00  4.8473954E-08
  5.7552090E-08  2.7742105E+00  4.9730151E+00  4.6780440E+00  6.0752159E+00  7.4712203E+01  6.0756120E+00  4.6784556E+00  4.9724444E+00  2.7742116E+00  5.7549143E-08
  1.0380608E-07  3.6840811E+00  5.8425044E+00  5.5497967E+00  6.9231857E+00  8.1913969E+01  6.9235921E+00  5.5502189E+00  5.8419286E+00  3.6840824E+00  1.0380875E-07
  1.7408852E-07  4.6795642E+00  6.8035083E+00  6.5055144E+00  7.8728796E+00  9.0202235E+01  7.8733000E+00  6.5059427E+00  6.8029277E+00  4.6795657E+00  1.7408418E-07
  1.3448381E-07  5.7676360E+00  7.8677640E+00  7.5561190E+00  8.9217128E+00  9.9744100E+01  8.9221427E+00  7.5565574E+00  7.8671774E+00  5.7676379E+00  1.3449027E-07
  1.3733955E-07  6.9571281E+00  9.0317592E+00  8.7099830E+00  1.0075670E+01  1.1076538E+02  1.0076105E+01  8.7104274E+00  9.0311675E+00  6.9571303E+00  1.3733869E-07
  1.8682602E-07  8.2597032E+00  1.0306916E+01  9.9731720E+00  1.1341015E+01  1.2372336E+02  1.1341456E+01  9.9736219E+00  1.0306319E+01  8.2597055E+00  1.8681802E-07
  1.8651329E-07  9.6898387E+00  1.1703091E+01  1.1357736E+01  1.2736631E+01  1.3924946E+02  1.2737079E+01  1.1358195E+01  1.1702489E+01  9.6898416E+00  1.8650526E-07
  1.7227388E-07  1.1264481E+01  1.3246139E+01  1.2886270E+01  1.4272029E+01  1.5828996E+02  1.4272483E+01  1.2886734E+01  1.3245526E+01  1.1264484E+01  1.7227563E-07
  1.5267138E-07  1.2991321E+01  1.4941835E+01  1.4561939E+01  1.5957258E+01  1.8203587E+02  1.5957716E+01  1.4562408E+01  1.4941217E+01  1.2991324E+01  1.5267459E-07
  1.5804454E-08  4.7250809E-01  2.7040862E+00  2.4779476E+00  3.8321883E+00  5.5201480E+01  3.8325952E+00  2.4783738E+00  2.7034890E+00  4.7250810E-01  1.5805465E-08
  2.9126267E-08  1.1253475E+00  3.3172903E+00  3.0556370E+00  4.3672599E+00  5.9298721E+01  4.3676713E+00  3.0560693E+00  3.3166873E+00  1.1253479E+00  2.9129191E-08
  6.9507386E-08  1.8447373E+00  3.9946583E+00  3.7198328E+00  4.9929038E+00  6.4342028E+01  4.9933245E+00  3.7202735E+00  3.9940493E+00  1.8447380E+00  6.9512118E-08
