PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  2.0123039E-08  7.0970252E-01  5.0471505E+00  2.6062448E+00  3.4614465E+00  3.2004891E+01  3.4617655E+00  2.6065845E+00  5.0468396E+00  7.0970244E-01  2.0126015E-08
  2.0269235E-08  1.2667116E+00  5.5476851E+00  3.0843169E+00  3.9005782E+00  3.4625828E+01  3.9009035E+00  3.0846615E+00  5.5473714E+00  1.2667118E+00  2.0269244E-08
  4.8494810E-08  1.8915005E+00  6.1145153E+00  3.6569556E+00  4.4375507E+00  3.8093781E+01  4.4378836E+00  3.6573070E+00  6.1141985E+00  1.8915015E+00  4.8492726E-08
  7.1324359E-08  2.5838203E+00  6.7507604E+00  4.3141643E+00  5.0726776E+00  4.2284229E+01  5.0730177E+00  4.3145209E+00  6.7504415E+00  2.5838213E+00  7.1319403E-08
  3.7238823E-08  3.3505286E+00  7.4641573E+00  5.0437019E+00  5.7848721E+00  4.7267992E+01  5.7852220E+00  5.0440683E+00  7.4638366E+00  3.3505301E+00  3.7243380E-08
  1.2778176E-07  4.1996394E+00  8.2659281E+00  5.8540676E+00  6.5950146E+00  5.3182645E+01  6.5953768E+00  5.8544386E+00  8.2656049E+00  4.1996408E+00  1.2777802E-07
  6.2585532E-08  5.1378927E+00  9.1674209E+00  6.7558291E+00  7.5005702E+00  6.0198369E+01  7.5009416E+00  6.7562098E+00  9.1670952E+00  5.1378945E+00  6.2589992E-08
  1.8575401E-07  6.1738459E+00  1.0165202E+01  7.7570992E+00  8.5073381E+00  6.8543897E+01  8.5077141E+00  7.7574838E+00  1.0164874E+01  6.1738477E+00  1.8575591E-07
  1.3369222E-08  7.3188936E+00  1.1270424E+01  8.8638375E+00  9.6214777E+00  7.8675028E+01  9.6218574E+00  8.8642272E+00  1.1270093E+01  7.3188959E+00  1.3360443E-08
  4.6303288E-07  8.5870963E+00  1.2492652E+01  1.0087748E+01  1.0861327E+01  9.1217679E+01  1.0861712E+01  1.0088146E+01  1.2492318E+01  8.5870987E+00  4.6302613E-07
  9.0158992E-08  9.9951329E+00  1.3857199E+01  1.1450993E+01  1.2236354E+01  1.0710670E+02  1.2236746E+01  1.1451396E+01  1.3856858E+01  9.9951353E+00  9.0157498E-08
  8.2683372E-08  1.1550479E+01  1.5369674E+01  1.2956653E+01  1.3756325E+01  1.2751591E+02  1.3756720E+01  1.2957060E+01  1.5369330E+01  1.1550481E+01  8.2690348E-08
  1.0044785E-08  6.8696644E-01  4.7946333E+00  2.5081569E+00  3.2679133E+00  3.0243311E+01  3.2682622E+00  2.5085254E+00  4.7942983E+00  6.8696644E-01  1.0047746E-08
  8.8000365E-08  1.2162823E+00  5.2716909E+00  2.9646732E+00  3.6884534E+00  3.2756421E+01  3.6888057E+00  2.9650467E+00  5.2713530E+00  1.2162826E+00  8.8002484E-08
