PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
 -3.0316079E-09 -5.8210018E-02  3.8373843E+00  3.8094739E+00  3.6122108E+00  4.0287567E+01  3.6124017E+00  3.8096727E+00  3.8371401E+00 -5.8210019E-02 -3.0304010E-09
  4.1344258E-08  5.4651169E-01  4.3983181E+00  4.3382631E+00  4.1180340E+00  4.3379093E+01  4.1182294E+00  4.3384653E+00  4.3980716E+00  5.4651202E-01  4.1343877E-08
  4.5981066E-08  1.2188739E+00  5.0256426E+00  4.9564237E+00  4.7157175E+00  4.7266835E+01  4.7159187E+00  4.9566309E+00  5.0253935E+00  1.2188745E+00  4.5979851E-08
  8.1900998E-09  1.9597611E+00  5.7229527E+00  5.6569933E+00  5.4065953E+00  5.1889881E+01  5.4068025E+00  5.6572043E+00  5.7227020E+00  1.9597620E+00  8.1848069E-09
  4.6551807E-08  2.7759047E+00  6.4976886E+00  6.4313373E+00  6.1749278E+00  5.7354036E+01  6.1751423E+00  6.4315558E+00  6.4974356E+00  2.7759060E+00  4.6555942E-08
  1.4790785E-07  3.6751496E+00  7.3602765E+00  7.2876818E+00  7.0389011E+00  6.3829939E+01  7.0391256E+00  7.2879038E+00  7.3600221E+00  3.6751509E+00  1.4790460E-07
  7.9802901E-08  4.6645197E+00  8.3214476E+00  8.2361197E+00  7.9980801E+00  7.1526218E+01  7.9983111E+00  8.2363489E+00  8.3211904E+00  4.6645214E+00  7.9806827E-08
  1.2384987E-07  5.7526500E+00  9.3801979E+00  9.2849197E+00  9.0588781E+00  8.0711423E+01  9.0591127E+00  9.2851526E+00  9.3799388E+00  5.7526520E+00  1.2385150E-07
  8.4964100E-08  6.9510202E+00  1.0547812E+01  1.0441184E+01  1.0228563E+01  9.1852543E+01  1.0228801E+01  1.0441421E+01  1.0547550E+01  6.9510223E+00  8.4958225E-08
  2.3963728E-07  8.2729278E+00  1.1833976E+01  1.1716310E+01  1.1523870E+01  1.0556609E+02  1.1524112E+01  1.1716552E+01  1.1833712E+01  8.2729302E+00  2.3962882E-07
  9.0204250E-08  9.7351567E+00  1.3262418E+01  1.3131481E+01  1.2955783E+01  1.2273651E+02  1.2956029E+01  1.3131726E+01  1.3262148E+01  9.7351592E+00  9.0202230E-08
  1.6875333E-07  1.1345867E+01  1.4839797E+01  1.4691316E+01  1.4534300E+01  1.4445977E+02  1.4534550E+01  1.4691565E+01  1.4839524E+01  1.1345870E+01  1.6875716E-07
  1.6753568E-08 -5.6666910E-02  3.6792436E+00  3.6516130E+00  3.4517790E+00  3.7961439E+01  3.4519894E+00  3.6518298E+00  3.6789826E+00 -5.6666912E-02  1.6753169E-08
  7.3389591E-08  5.1650067E-01  4.2113236E+00  4.1539106E+00  3.9330291E+00  4.0905763E+01  3.9332421E+00  4.1541311E+00  4.2110598E+00  5.1650104E-01  7.3391956E-08
  2.7471993E-09  1.1537770E+00  4.8058222E+00  4.7361016E+00  4.4971152E+00  4.4602486E+01  4.4973346E+00  4.7363275E+00  4.8055560E+00  1.1537777E+00  2.7510991E-09
  1.3991958E-07  1.8562636E+00  5.4667004E+00  5.3996396E+00  5.1527027E+00  4.9013808E+01  5.1529284E+00  5.3998696E+00  5.4664317E+00  1.8562647E+00  1.3991551E-07
  2.4257522E-08  2.6303348E+00  6.2014651E+00  6.1335630E+00  5.8817089E+00  5.4225807E+01  5.8819490E+00  6.1338006E+00  6.2011981E+00  2.6303361E+00  2.4259113E-08
  1.8480300E-07  3.4819075E+00  7.0191654E+00  6.9439299E+00  6.7016164E+00  6.0405245E+01  6.7018606E+00  6.9441715E+00  7.0188925E+00  3.4819092E+00  1.8479875E-07
  2.8740545E-08  4.4183838E+00  7.9285488E+00  7.8433149E+00  7.6116231E+00  6.7754676E+01  7.6118751E+00  7.8435646E+00  7.9282738E+00  4.4183858E+00  2.8739326E-08
  1.2350034E-07  5.4479235E+00  8.9298721E+00  8.8350228E+00  8.6151440E+00  7.6583293E+01  8.6153999E+00  8.8352767E+00  8.9295945E+00  5.4479256E+00  1.2349588E-07
  2.0288665E-07  6.5812258E+00  1.0033652E+01  9.9278564E+00  9.7225401E+00  8.7329143E+01  9.7228007E+00  9.9281138E+00  1.0033372E+01  6.5812283E+00  2.0288793E-07
  5.4504916E-08  7.8311794E+00  1.1249264E+01  1.1134719E+01  1.0947547E+01  1.0067159E+02  1.0947812E+01  1.1134982E+01  1.1248978E+01  7.8311820E+00  5.4505432E-08
  1.3369028E-07  9.2130301E+00  1.2600806E+01  1.2471291E+01  1.2300425E+01  1.1741790E+02  1.2300694E+01  1.2471559E+01  1.2600516E+01  9.2130330E+00  1.3368496E-07
  1.9602442E-07  1.0734950E+01  1.4092079E+01  1.3945750E+01  1.3793034E+01  1.3865498E+02  1.3793307E+01  1.3946024E+01  1.4091786E+01  1.0734953E+01  1.9602391E-07
  4.6483908E-08 -5.5157498E-02  3.5277354E+00  3.4984027E+00  3.3006184E+00  3.5780316E+01  3.3008473E+00  3.4986385E+00  3.5274551E+00 -5.5157497E-02  4.6482496E-08
 -1.9486464E-08  4.8808157E-01  4.0324633E+00  3.9755615E+00  3.7583011E+00  3.8585279E+01  3.7585330E+00  3.9758013E+00  4.0321809E+00  4.8808196E-01 -1.9483004E-08
  9.3298014E-08  1.0924815E+00  4.5959567E+00  4.5250520E+00  4.2918595E+00  4.2099573E+01  4.2920986E+00  4.5252981E+00  4.5956713E+00  1.0924823E+00  9.3296741E-08
  1.6767006E-08  1.7588698E+00  5.2221650E+00  5.1534904E+00  4.9138612E+00  4.6307000E+01  4.9141069E+00  5.1537406E+00  5.2218768E+00  1.7588710E+00  1.6765923E-08
  1.0800551E-07  2.4922174E+00  5.9192012E+00  5.8490694E+00  5.6071807E+00  5.1278624E+01  5.6074424E+00  5.8493285E+00  5.9189144E+00  2.4922189E+00  1.0800954E-07
 -1.3326911E-08  3.2985669E+00  6.6940344E+00  6.6164875E+00  6.3840190E+00  5.7177959E+01  6.3842891E+00  6.6167553E+00  6.6937421E+00  3.2985686E+00 -1.3326388E-08
  1.2503678E-07  4.1848788E+00  7.5543247E+00  7.4686260E+00  7.2466007E+00  6.4210662E+01  7.2468750E+00  7.4688982E+00  7.5540294E+00  4.1848809E+00  1.2503941E-07
  9.2880001E-09  5.1588592E+00  8.5012144E+00  8.4062417E+00  8.1957882E+00  7.2705136E+01  8.1960669E+00  8.4065185E+00  8.5009173E+00  5.1588616E+00  9.2871112E-09
  1.5953872E-07  6.2304799E+00  9.5445055E+00  9.4389901E+00  9.2445384E+00  8.3121732E+01  9.2448224E+00  9.4392708E+00  9.5442052E+00  6.2304827E+00  1.5953871E-07
  1.5334398E-07  7.4121815E+00  1.0695342E+01  1.0581091E+01  1.0402366E+01  9.6093285E+01  1.0402654E+01  1.0581378E+01  1.0695035E+01  7.4121845E+00  1.5334189E-07
  7.7521975E-08  8.7178602E+00  1.1971823E+01  1.1843234E+01  1.1680336E+01  1.1247067E+02  1.1680629E+01  1.1843527E+01  1.1971513E+01  8.7178633E+00  7.7526675E-08
  1.0712824E-07  1.0155617E+01  1.3381658E+01  1.3236973E+01  1.3091653E+01  1.3315831E+02  1.3091951E+01  1.3237271E+01  1.3381344E+01  1.0155621E+01  1.0712939E-07
