PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  3.7195572E-08  2.9440231E-01  3.2967939E+00  2.2729487E+00  3.1039169E+00  4.8548213E+01  3.1040606E+00  2.2731154E+00  3.2966760E+00  2.9440229E-01  3.7196374E-08
  5.4881346E-08  9.1880076E-01  3.8741123E+00  2.8196756E+00  3.6122391E+00  5.1839749E+01  3.6123870E+00  2.8198453E+00  3.8739933E+00  9.1880104E-01  5.4881764E-08
  8.8010588E-08  1.6112823E+00  4.5178669E+00  3.4610050E+00  4.2184106E+00  5.6020649E+01  4.2185646E+00  3.4611798E+00  4.5177468E+00  1.6112830E+00  8.8006615E-08
  8.9940922E-08  2.3717390E+00  5.2312978E+00  4.1871693E+00  4.9228832E+00  6.0968951E+01  4.9230428E+00  4.1873474E+00  5.2311769E+00  2.3717400E+00  8.9938432E-08
  7.0564439E-08  3.2071133E+00  6.0222265E+00  4.9861810E+00  5.7049021E+00  6.6756942E+01  5.7050692E+00  4.9863670E+00  6.0221049E+00  3.2071145E+00  7.0566586E-08
  1.6734928E-07  4.1255001E+00  6.9019359E+00  5.8666176E+00  6.5853165E+00  7.3523776E+01  6.5854948E+00  5.8668072E+00  6.9018141E+00  4.1255015E+00  1.6734560E-07
  8.7905393E-08  5.1337420E+00  7.8818442E+00  6.8391174E+00  7.5617772E+00  8.1441660E+01  7.5619625E+00  6.8393145E+00  7.8817209E+00  5.1337437E+00  8.7910127E-08
  1.6679590E-07  6.2404897E+00  8.9587244E+00  7.9118900E+00  8.6402018E+00  9.0741695E+01  8.6403901E+00  7.9120904E+00  8.9586005E+00  6.2404917E+00  1.6679623E-07
  1.1889438E-07  7.4572349E+00  1.0143832E+01  9.0910430E+00  9.8268934E+00  1.0188083E+02  9.8270846E+00  9.0912468E+00  1.0143707E+01  7.4572370E+00  1.1888822E-07
  2.5946394E-07  8.7980940E+00  1.1446838E+01  1.0388358E+01  1.1140211E+01  1.1548577E+02  1.1140406E+01  1.0388569E+01  1.1446712E+01  8.7980966E+00  2.5945699E-07
  1.1541616E-07  1.0279850E+01  1.2893087E+01  1.1826053E+01  1.2589790E+01  1.3249003E+02  1.2589989E+01  1.1826266E+01  1.2892955E+01  1.0279853E+01  1.1541623E-07
  1.3699545E-07  1.1910105E+01  1.4488336E+01  1.3407374E+01  1.4185502E+01  1.5406602E+02  1.4185704E+01  1.3407589E+01  1.4488203E+01  1.1910108E+01  1.3699843E-07
  2.9614098E-08  2.8632621E-01  3.1425971E+00  2.2012906E+00  2.9382052E+00  4.5497271E+01  2.9383649E+00  2.2014726E+00  3.1424711E+00  2.8632622E-01  2.9615018E-08
  5.0866590E-08  8.7673165E-01  3.6892856E+00  2.7196716E+00  3.4211823E+00  4.8607012E+01  3.4213438E+00  2.7198567E+00  3.6891584E+00  8.7673202E-01  5.0868920E-08
  5.5155985E-08  1.5317282E+00  4.2983716E+00  3.3218404E+00  3.9917410E+00  5.2550845E+01  3.9919089E+00  3.3220312E+00  4.2982432E+00  1.5317289E+00  5.5162394E-08
