PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  2.8436413E-08  1.3327456E-01  3.2337915E+00  3.1726310E+00  2.4159432E+00  3.8150012E+01  2.4163571E+00  3.1730645E+00  3.2332861E+00  1.3327454E-01  2.8437652E-08
  4.1643857E-08  7.1639962E-01  3.7722336E+00  3.6735660E+00  2.8968926E+00  4.0914884E+01  2.8973140E+00  3.6740058E+00  3.7717227E+00  7.1639996E-01  4.1643129E-08
  3.7580849E-08  1.3668889E+00  4.3765138E+00  4.2667833E+00  3.4728432E+00  4.4499025E+01  3.4732736E+00  4.2672313E+00  4.3759970E+00  1.3668897E+00  3.7576461E-08
  7.8920305E-08  2.0849197E+00  5.0499307E+00  4.9434419E+00  4.1444997E+00  4.8801381E+01  4.1449389E+00  4.9438965E+00  5.0494091E+00  2.0849208E+00  7.8916918E-08
  5.6134704E-08  2.8772897E+00  5.8001020E+00  5.6926760E+00  4.8928327E+00  5.3905309E+01  4.8932824E+00  5.6931414E+00  5.7995750E+00  2.8772912E+00  5.6136058E-08
  9.1361923E-08  3.7519359E+00  6.6379368E+00  6.5228643E+00  5.7376793E+00  5.9960295E+01  5.7381427E+00  6.5233363E+00  6.6374049E+00  3.7519374E+00  9.1358324E-08
  1.2609766E-07  4.7156959E+00  7.5745399E+00  7.4443771E+00  6.6773093E+00  6.7150628E+01  6.6777825E+00  7.4448594E+00  7.5740021E+00  4.7156979E+00  1.2610252E-07
  9.5066704E-08  5.7771439E+00  8.6074065E+00  8.4653705E+00  7.7177518E+00  7.5719811E+01  7.7182310E+00  8.4658593E+00  8.6068640E+00  5.7771462E+00  9.5066126E-08
  4.3498405E-08  6.9476996E+00  9.7477361E+00  9.5922351E+00  8.8655912E+00  8.6127460E+01  8.8660768E+00  9.5927303E+00  9.7471882E+00  6.9477021E+00  4.3491896E-08
  1.7659846E-07  8.2411127E+00  1.1005130E+01  1.0836537E+01  1.0138539E+01  9.8995631E+01  1.0139032E+01  1.0837042E+01  1.1004577E+01  8.2411161E+00  1.7659350E-07
  6.3237838E-08  9.6741015E+00  1.2404293E+01  1.2220057E+01  1.1546649E+01  1.1523940E+02  1.1547149E+01  1.2220568E+01  1.2403730E+01  9.6741044E+00  6.3239121E-08
  1.7225648E-07  1.1254385E+01  1.3951224E+01  1.3746447E+01  1.3099764E+01  1.3600283E+02  1.3100269E+01  1.3746963E+01  1.3950655E+01  1.1254389E+01  1.7225499E-07
  1.9875695E-08  1.2905760E-01  3.0887688E+00  3.0197031E+00  2.3258019E+00  3.6032790E+01  2.3262535E+00  3.0201735E+00  3.0882227E+00  1.2905760E-01  1.9877368E-08
  4.4212317E-08  6.8256991E-01  3.6006837E+00  3.4970445E+00  2.7845041E+00  3.8672691E+01  2.7849611E+00  3.4975217E+00  3.6001317E+00  6.8257033E-01  4.4214354E-08
  4.7019627E-08  1.3000194E+00  4.1745003E+00  4.0563997E+00  3.3284732E+00  4.2085181E+01  3.3289399E+00  4.0568858E+00  4.1739425E+00  1.3000202E+00  4.7024064E-08
