PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  2.0210110E-08  1.8076722E-01  3.5453480E+00  3.3607648E+00  3.5711982E+00  4.3331276E+01  3.5714095E+00  3.3609992E+00  3.5451202E+00  1.8076719E-01  2.0211899E-08
  2.9128376E-08  7.9199873E-01  4.1095203E+00  3.8860929E+00  4.0649481E+00  4.6603683E+01  4.0651645E+00  3.8863311E+00  4.1092906E+00  7.9199901E-01  2.9128923E-08
  3.1173575E-08  1.4715502E+00  4.7403667E+00  4.5063517E+00  4.6567312E+00  5.0767105E+01  4.6569541E+00  4.5065956E+00  4.7401349E+00  1.4715509E+00  3.1171899E-08
  5.0302509E-08  2.2193147E+00  5.4411190E+00  5.2117911E+00  5.3469968E+00  5.5700129E+01  5.3472261E+00  5.2120390E+00  5.4408857E+00  2.2193157E+00  5.0297809E-08
  3.4269450E-08  3.0422175E+00  6.2195795E+00  5.9904475E+00  6.1150425E+00  6.1475095E+01  6.1152800E+00  5.9907040E+00  6.2193448E+00  3.0422187E+00  3.4272395E-08
  1.8443673E-07  3.9483351E+00  7.0870044E+00  6.8508716E+00  6.9816648E+00  6.8231059E+01  6.9819138E+00  6.8511320E+00  7.0867689E+00  3.9483365E+00  1.8443289E-07
  8.3609284E-08  4.9444956E+00  8.0547855E+00  7.8036708E+00  7.9445224E+00  7.6140081E+01  7.9447789E+00  7.8039394E+00  8.0545477E+00  4.9444974E+00  8.3613743E-08
  1.6078779E-07  6.0393311E+00  9.1197068E+00  8.8570313E+00  9.0095195E+00  8.5432962E+01  9.0097799E+00  8.8573041E+00  9.1194675E+00  6.0393331E+00  1.6079018E-07
  1.1876451E-07  7.2443117E+00  1.0293003E+01  1.0017046E+01  1.0182950E+01  9.6565965E+01  1.0183214E+01  1.0017323E+01  1.0292762E+01  7.2443139E+00  1.1875668E-07
  2.6989131E-07  8.5735209E+00  1.1584322E+01  1.1295465E+01  1.1483128E+01  1.1016449E+02  1.1483396E+01  1.1295749E+01  1.1584079E+01  8.5735237E+00  2.6988394E-07
  1.5803249E-07  1.0043716E+01  1.3018963E+01  1.2714460E+01  1.2919680E+01  1.2716047E+02  1.2919952E+01  1.2714747E+01  1.3018714E+01  1.0043719E+01  1.5802907E-07
  2.0171785E-07  1.1662478E+01  1.4602667E+01  1.4277263E+01  1.4502450E+01  1.4872361E+02  1.4502726E+01  1.4277554E+01  1.4602415E+01  1.1662481E+01  2.0172204E-07
  1.7790902E-08  1.7517492E-01  3.3968977E+00  3.2158372E+00  3.3977785E+00  4.0776215E+01  3.3980109E+00  3.2160920E+00  3.3966539E+00  1.7517492E-01  1.7792532E-08
  8.5237491E-08  7.5395834E-01  3.9318352E+00  3.7149605E+00  3.8676177E+00  4.3881509E+01  3.8678524E+00  3.7152192E+00  3.9315890E+00  7.5395872E-01  8.5240315E-08
  3.1117603E-08  1.3975537E+00  4.5293965E+00  4.2981892E+00  4.4252270E+00  4.7822645E+01  4.4254688E+00  4.2984542E+00  4.5291486E+00  1.3975544E+00  3.1123107E-08
