PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  1.1383756E-08  1.3197363E-01  3.2399731E+00  2.7573934E+00  4.1520010E+00  4.0581023E+01  4.1523042E+00  2.7577157E+00  3.2395975E+00  1.3197362E-01  1.1384433E-08
  4.6070592E-08  7.3201428E-01  3.7985744E+00  3.2865336E+00  4.6406376E+00  4.3610465E+01  4.6409469E+00  3.2868609E+00  3.7981948E+00  7.3201459E-01  4.6070559E-08
  3.0579275E-08  1.3996274E+00  4.4233133E+00  3.9063549E+00  5.2229086E+00  4.7451369E+01  5.2232251E+00  3.9066886E+00  4.4229296E+00  1.3996281E+00  3.0575368E-08
  6.6312615E-08  2.1353644E+00  5.1176512E+00  4.6090065E+00  5.8998423E+00  5.2023402E+01  5.9001661E+00  4.6093453E+00  5.1172639E+00  2.1353653E+00  6.6308421E-08
  5.3153491E-08  2.9459939E+00  5.8891211E+00  5.3847959E+00  6.6541180E+00  5.7421448E+01  6.6544505E+00  5.3851438E+00  5.8887302E+00  2.9459952E+00  5.3155072E-08
  9.8488863E-08  3.8394104E+00  6.7483888E+00  6.2420339E+00  7.5047105E+00  6.3805854E+01  7.5050547E+00  6.2423868E+00  6.7479948E+00  3.8394118E+00  9.8485205E-08
  1.0577770E-07  4.8225537E+00  7.7063718E+00  7.1909578E+00  8.4505602E+00  7.1373442E+01  8.4509123E+00  7.1913192E+00  7.7059737E+00  4.8225554E+00  1.0578166E-07
  1.2060790E-07  5.9040344E+00  8.7613534E+00  8.2397923E+00  9.4978938E+00  8.0380619E+01  9.4982509E+00  8.2401590E+00  8.7609517E+00  5.9040364E+00  1.2060759E-07
  1.3730675E-07  7.0953078E+00  9.9245835E+00  9.3953087E+00  1.0653648E+01  9.1290733E+01  1.0654010E+01  9.3956802E+00  9.9241778E+00  7.0953098E+00  1.3730082E-07
  2.6910021E-07  8.4098928E+00  1.1205714E+01  1.0668995E+01  1.1935025E+01  1.0472284E+02  1.1935392E+01  1.0669374E+01  1.1205305E+01  8.4098955E+00  2.6909645E-07
  1.7864633E-07  9.8645462E+00  1.2628947E+01  1.2082329E+01  1.3352560E+01  1.2157600E+02  1.3352932E+01  1.2082713E+01  1.2628530E+01  9.8645488E+00  1.7864764E-07
  1.4227395E-07  1.1467220E+01  1.4200631E+01  1.3639475E+01  1.4916173E+01  1.4296913E+02  1.4916549E+01  1.3639863E+01  1.4200209E+01  1.1467223E+01  1.4227642E-07
  7.0709497E-09  1.2844508E-01  3.1107619E+00  2.6740630E+00  3.9212548E+00  3.8259199E+01  3.9215866E+00  2.6744132E+00  3.1103565E+00  1.2844509E-01  7.0719400E-09
  3.7262200E-08  6.9727426E-01  3.6408516E+00  3.1768973E+00  4.3867114E+00  4.1142473E+01  4.3870472E+00  3.1772526E+00  3.6404419E+00  6.9727462E-01  3.7264129E-08
  6.6923290E-09  1.3301794E+00  4.2331117E+00  3.7605468E+00  4.9364089E+00  4.4791122E+01  4.9367524E+00  3.7609094E+00  4.2326980E+00  1.3301801E+00  6.6965202E-09
