             1             1
             2            -1
             3             1
             4             1
             5            -3
             6            -4
             7             1
             8            -7
             9             1
            10             1
            11             1
            12             1
            13             1
            14             1
            15             1
            16             1
17.04             1
17.05             1
17.07             1
17.08             1
            18           -16
            19           -17
            20             1
            21             1
            22            -9
            23           -12
            24           -11
            25           -10
            26           -13
            27             1
28.04             1
28.05             1
28.07             1
28.08             1
29.16             1
29.17             1
29.22             1
29.23             1
29.25             1
29.26             1
            30           -28
            31             1
