PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7793910E+00 1.9247333E+00 2.0884973E+00 2.2736105E+00 2.4835549E+00 2.7224883E+00 2.9953961E+00 3.3082803E+00 3.6683991E+00 4.0845679E+00 4.5675444E+00 5.1305183E+00 5.7897417E+00 6.5653430E+00 7.4823834E+00 8.5722375E+00 9.8744066E+00 1.1438917E+01 1.3329511E+01 1.5627920E+01 1.8439624E+01 2.1901684E+01 2.6193436E+01 3.1551251E+01 3.8289017E+01 4.6826828E+01 5.7731479E+01 7.1774137E+01 9.0013188E+01 1.1391437E+02 1.4552664E+02 1.8774214E+02 2.4468456E+02 3.2229530E+02 4.2922806E+02 5.7822978E+02 7.8829760E+02 1.0880891E+03 1.5213834E+03 2.1559410E+03 3.0980758E+03 4.5169627E+03 6.6857830E+03 1.0052440E+04 1.5363022E+04 2.3880935E+04 3.7782467E+04 6.0883588E+04 1.0000000E+05 
-4 -3 -2 -1 21 1 2 3 4 
  1.5515253E-01  3.0357435E+00  2.7643010E+00  2.3369586E+00  4.2508110E+01  2.3371261E+00  2.7644849E+00  3.0355800E+00  1.5515250E-01
  7.2987852E-01  3.5813938E+00  3.2901972E+00  2.8515708E+00  4.5142104E+01  2.8517420E+00  3.2903842E+00  3.5812288E+00  7.2987878E-01
  1.3638679E+00  4.1856327E+00  3.8869718E+00  3.4380834E+00  4.8367000E+01  3.4382588E+00  3.8871633E+00  4.1854661E+00  1.3638686E+00
  2.0585546E+00  4.8510807E+00  4.5556813E+00  4.1030601E+00  5.2195812E+01  4.1032405E+00  4.5558760E+00  4.8509126E+00  2.0585555E+00
  2.8190847E+00  5.5839819E+00  5.2891041E+00  4.8359005E+00  5.6743169E+01  4.8360864E+00  5.2893047E+00  5.5838127E+00  2.8190858E+00
  3.6520072E+00  6.3913494E+00  6.0947850E+00  5.6471644E+00  6.2185408E+01  5.6473576E+00  6.0949888E+00  6.3911809E+00  3.6520086E+00
  4.5631368E+00  7.2825310E+00  6.9781687E+00  6.5403434E+00  6.8728742E+01  6.5405419E+00  6.9783780E+00  7.2823590E+00  4.5631386E+00
  5.5597140E+00  8.2597047E+00  7.9499196E+00  7.5225715E+00  7.6628952E+01  7.5227732E+00  7.9501324E+00  8.2595311E+00  5.5597160E+00
  6.6500570E+00  9.3298806E+00  9.0138693E+00  8.5977597E+00  8.6235149E+01  8.5979642E+00  9.0140851E+00  9.3297054E+00  6.6500589E+00
  7.8440207E+00  1.0502559E+01  1.0179426E+01  9.7775565E+00  9.7996648E+01  9.7777648E+00  1.0179646E+01  1.0502382E+01  7.8440230E+00
  9.1555630E+00  1.1789183E+01  1.1460488E+01  1.1073053E+01  1.1255584E+02  1.1073265E+01  1.1460712E+01  1.1789002E+01  9.1555655E+00
  1.0594888E+01  1.3207074E+01  1.2868522E+01  1.2495207E+01  1.3063674E+02  1.2495422E+01  1.2868749E+01  1.3206892E+01  1.0594890E+01
  1.2172975E+01  1.4764984E+01  1.4415334E+01  1.4057335E+01  1.5315272E+02  1.4057553E+01  1.4415566E+01  1.4764799E+01  1.2172978E+01
  1.3908707E+01  1.6484509E+01  1.6122328E+01  1.5781034E+01  1.8091463E+02  1.5781256E+01  1.6122562E+01  1.6484322E+01  1.3908710E+01
  1.5819665E+01  1.8381783E+01  1.8003866E+01  1.7680851E+01  2.1464882E+02  1.7681076E+01  1.8004105E+01  1.8381595E+01  1.5819669E+01
  1.7922202E+01  2.0474487E+01  2.0080667E+01  1.9777658E+01  2.5530569E+02  1.9777888E+01  2.0080910E+01  2.0474298E+01  1.7922205E+01
  2.0237871E+01  2.2780430E+01  2.2368719E+01  2.2087669E+01  3.0390573E+02  2.2087900E+01  2.2368966E+01  2.2780239E+01  2.0237875E+01
  2.2798709E+01  2.5331640E+01  2.4899701E+01  2.4642910E+01  3.6141306E+02  2.4643144E+01  2.4899950E+01  2.5331446E+01  2.2798713E+01
  2.5619490E+01  2.8142887E+01  2.7688261E+01  2.7458154E+01  4.2981798E+02  2.7458392E+01  2.7688515E+01  2.8142691E+01  2.5619494E+01
  2.8737080E+01  3.1251034E+01  3.0770864E+01  3.0570266E+01  5.1028935E+02  3.0570508E+01  3.0771121E+01  3.1250838E+01  2.8737085E+01
  3.2181131E+01  3.4685728E+01  3.4176858E+01  3.4008893E+01  6.0462864E+02  3.4009138E+01  3.4177118E+01  3.4685529E+01  3.2181135E+01
  3.5992079E+01  3.8487403E+01  3.7953007E+01  3.7814470E+01  7.1412877E+02  3.7814719E+01  3.7953275E+01  3.8487202E+01  3.5992084E+01
