PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7793910E+00 1.9247333E+00 2.0884973E+00 2.2736105E+00 2.4835549E+00 2.7224883E+00 2.9953961E+00 3.3082803E+00 3.6683991E+00 4.0845679E+00 4.5675444E+00 5.1305183E+00 5.7897417E+00 6.5653430E+00 7.4823834E+00 8.5722375E+00 9.8744066E+00 1.1438917E+01 1.3329511E+01 1.5627920E+01 1.8439624E+01 2.1901684E+01 2.6193436E+01 3.1551251E+01 3.8289017E+01 4.6826828E+01 5.7731479E+01 7.1774137E+01 9.0013188E+01 1.1391437E+02 1.4552664E+02 1.8774214E+02 2.4468456E+02 3.2229530E+02 4.2922806E+02 5.7822978E+02 7.8829760E+02 1.0880891E+03 1.5213834E+03 2.1559410E+03 3.0980758E+03 4.5169627E+03 6.6857830E+03 1.0052440E+04 1.5363022E+04 2.3880935E+04 3.7782467E+04 6.0883588E+04 1.0000000E+05 
-4 -3 -2 -1 21 1 2 3 4 
  1.1919069E-01  3.2654305E+00  2.8357466E+00  2.6471483E+00  4.2714429E+01  2.6474696E+00  2.8360881E+00  3.2649565E+00  1.1919067E-01
  6.7908025E-01  3.7761747E+00  3.3055852E+00  3.0880817E+00  4.5579481E+01  3.0884091E+00  3.3059315E+00  3.7756960E+00  6.7908054E-01
  1.3000983E+00  4.3464257E+00  3.8606450E+00  3.6164491E+00  4.9284287E+01  3.6167834E+00  3.8609981E+00  4.3459423E+00  1.3000989E+00
  1.9804081E+00  4.9768412E+00  4.4983094E+00  4.2411577E+00  5.3671542E+01  4.2415008E+00  4.4986671E+00  4.9763532E+00  1.9804088E+00
  2.7254242E+00  5.6751452E+00  5.1981192E+00  4.9346733E+00  5.8754850E+01  4.9350262E+00  5.1984875E+00  5.6746533E+00  2.7254253E+00
  3.5425920E+00  6.4497632E+00  5.9696136E+00  5.7128415E+00  6.4627395E+01  5.7132082E+00  5.9699865E+00  6.4492708E+00  3.5425934E+00
  4.4370681E+00  7.3132543E+00  6.8171832E+00  6.5759633E+00  7.1394616E+01  6.5763393E+00  6.8175658E+00  7.3127536E+00  4.4370698E+00
  5.4159460E+00  8.2621270E+00  7.7550979E+00  7.5309156E+00  7.9207962E+01  7.5312962E+00  7.7554857E+00  8.2616217E+00  5.4159478E+00
  6.4874501E+00  9.3018767E+00  8.7821998E+00  8.5767047E+00  8.8355286E+01  8.5770901E+00  8.7825922E+00  9.3013668E+00  6.4874519E+00
  7.6615975E+00  1.0441784E+01  9.9075798E+00  9.7271067E+00  9.9259578E+01  9.7274980E+00  9.9079768E+00  1.0441269E+01  7.6615999E+00
  8.9561849E+00  1.1694390E+01  1.1148914E+01  1.0993922E+01  1.1268897E+02  1.0994318E+01  1.1149318E+01  1.1693867E+01  8.9561873E+00
  1.0377659E+01  1.3081048E+01  1.2515302E+01  1.2385182E+01  1.2948816E+02  1.2385583E+01  1.2515712E+01  1.3080520E+01  1.0377661E+01
  1.1936928E+01  1.4608008E+01  1.4019390E+01  1.3916688E+01  1.5081977E+02  1.3917094E+01  1.4019807E+01  1.4607473E+01  1.1936931E+01
  1.3652812E+01  1.6299773E+01  1.5685274E+01  1.5612947E+01  1.7755699E+02  1.5613359E+01  1.5685695E+01  1.6299233E+01  1.3652815E+01
  1.5542816E+01  1.8170827E+01  1.7523734E+01  1.7485113E+01  2.1027702E+02  1.7485532E+01  1.7524163E+01  1.8170283E+01  1.5542820E+01
  1.7623209E+01  2.0240227E+01  1.9560184E+01  1.9558929E+01  2.4993289E+02  1.9559352E+01  1.9560618E+01  2.0239678E+01  1.7623211E+01
  1.9915455E+01  2.2521598E+01  2.1804439E+01  2.1844672E+01  2.9742409E+02  2.1845100E+01  2.1804878E+01  2.2521046E+01  1.9915459E+01
  2.2451533E+01  2.5046912E+01  2.4287736E+01  2.4374311E+01  3.5378500E+02  2.4374744E+01  2.4288180E+01  2.5046354E+01  2.2451537E+01
  2.5246072E+01  2.7830794E+01  2.7024451E+01  2.7162476E+01  4.2128151E+02  2.7162913E+01  2.7024900E+01  2.7830231E+01  2.5246075E+01
  2.8335862E+01  3.0910031E+01  3.0050530E+01  3.0245954E+01  5.0099433E+02  3.0246397E+01  3.0050984E+01  3.0909464E+01  2.8335867E+01
  3.1750418E+01  3.4314130E+01  3.3394862E+01  3.3654256E+01  5.9451402E+02  3.3654702E+01  3.3395320E+01  3.4313557E+01  3.1750422E+01
  3.5530095E+01  3.8083445E+01  3.7111048E+01  3.7427735E+01  7.0313099E+02  3.7428187E+01  3.7111517E+01  3.8082868E+01  3.5530099E+01
