PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7793910E+00 1.9247333E+00 2.0884973E+00 2.2736105E+00 2.4835549E+00 2.7224883E+00 2.9953961E+00 3.3082803E+00 3.6683991E+00 4.0845679E+00 4.5675444E+00 5.1305183E+00 5.7897417E+00 6.5653430E+00 7.4823834E+00 8.5722375E+00 9.8744066E+00 1.1438917E+01 1.3329511E+01 1.5627920E+01 1.8439624E+01 2.1901684E+01 2.6193436E+01 3.1551251E+01 3.8289017E+01 4.6826828E+01 5.7731479E+01 7.1774137E+01 9.0013188E+01 1.1391437E+02 1.4552664E+02 1.8774214E+02 2.4468456E+02 3.2229530E+02 4.2922806E+02 5.7822978E+02 7.8829760E+02 1.0880891E+03 1.5213834E+03 2.1559410E+03 3.0980758E+03 4.5169627E+03 6.6857830E+03 1.0052440E+04 1.5363022E+04 2.3880935E+04 3.7782467E+04 6.0883588E+04 1.0000000E+05 
-4 -3 -2 -1 21 1 2 3 4 
 -1.0146362E-01  2.9418557E+00  2.1147409E+00  3.6510632E+00  4.0075012E+01  3.6512944E+00  2.1149951E+00  2.9416375E+00 -1.0146361E-01
  4.4888573E-01  3.4515204E+00  2.5985590E+00  4.0904383E+00  4.2625807E+01  4.0906744E+00  2.5988171E+00  3.4513002E+00  4.4888608E-01
  1.0592984E+00  4.0199299E+00  3.1619031E+00  4.6115735E+00  4.5904778E+01  4.6118153E+00  3.1621669E+00  4.0197077E+00  1.0592991E+00
  1.7290674E+00  4.6484086E+00  3.8034371E+00  5.2225011E+00  4.9814715E+01  5.2227499E+00  3.8037047E+00  4.6481844E+00  1.7290682E+00
  2.4634793E+00  5.3441237E+00  4.5073792E+00  5.9016587E+00  5.4404742E+01  5.9019154E+00  4.5076554E+00  5.3438982E+00  2.4634805E+00
  3.2696295E+00  6.1149684E+00  5.2825360E+00  6.6629730E+00  5.9797265E+01  6.6632411E+00  5.2828161E+00  6.1147443E+00  3.2696310E+00
  4.1528766E+00  6.9723307E+00  6.1336474E+00  7.5078374E+00  6.6133245E+01  7.5081129E+00  6.1339355E+00  6.9721017E+00  4.1528785E+00
  5.1203352E+00  7.9147027E+00  7.0736788E+00  8.4431807E+00  7.3600961E+01  8.4434596E+00  7.0739707E+00  7.9144717E+00  5.1203372E+00
  6.1802323E+00  8.9480887E+00  8.1032194E+00  9.4697113E+00  8.2509848E+01  9.4699945E+00  8.1035158E+00  8.9478556E+00  6.1802344E+00
  7.3424970E+00  1.0081817E+01  9.2314493E+00  1.0600412E+01  9.3292089E+01  1.0600700E+01  9.2317497E+00  1.0081582E+01  7.3424997E+00
  8.6235327E+00  1.1328011E+01  1.0474678E+01  1.1846793E+01  1.0667109E+02  1.1847086E+01  1.0474984E+01  1.1327770E+01  8.6235354E+00
  1.0031093E+01  1.2706563E+01  1.1842824E+01  1.3217892E+01  1.2344857E+02  1.3218187E+01  1.1843135E+01  1.2706321E+01  1.0031095E+01
  1.1576079E+01  1.4224583E+01  1.3348208E+01  1.4728588E+01  1.4469873E+02  1.4728888E+01  1.3348525E+01  1.4224337E+01  1.1576083E+01
  1.3277311E+01  1.5905518E+01  1.5013951E+01  1.6402324E+01  1.7127253E+02  1.6402628E+01  1.5014271E+01  1.5905269E+01  1.3277313E+01
  1.5152289E+01  1.7764411E+01  1.6852081E+01  1.8251425E+01  2.0380023E+02  1.8251734E+01  1.6852408E+01  1.7764159E+01  1.5152293E+01
  1.7217289E+01  1.9819800E+01  1.8886323E+01  2.0299871E+01  2.4323418E+02  2.0300185E+01  1.8886653E+01  1.9819547E+01  1.7217291E+01
  1.9493779E+01  2.2086776E+01  2.1128662E+01  2.2560017E+01  2.9051711E+02  2.2560335E+01  2.1128997E+01  2.2086521E+01  1.9493783E+01
  2.2013738E+01  2.4597309E+01  2.3610475E+01  2.5063829E+01  3.4665814E+02  2.5064149E+01  2.3610814E+01  2.4597051E+01  2.2013742E+01
  2.4791819E+01  2.7366047E+01  2.6346210E+01  2.7825950E+01  4.1382648E+02  2.7826275E+01  2.6346554E+01  2.7365787E+01  2.4791822E+01
  2.7864821E+01  3.0429789E+01  2.9371985E+01  3.0883176E+01  4.9313408E+02  3.0883506E+01  2.9372332E+01  3.0429527E+01  2.7864826E+01
  3.1262288E+01  3.3818071E+01  3.2716833E+01  3.4265043E+01  5.8624748E+02  3.4265375E+01  3.2717184E+01  3.3817807E+01  3.1262292E+01
  3.5024585E+01  3.7571259E+01  3.6431914E+01  3.8011909E+01  6.9445783E+02  3.8012247E+01  3.6432275E+01  3.7570992E+01  3.5024589E+01
  3.9202459E+01  4.1740088E+01  4.0577693E+01  4.2174512E+01  8.1812403E+02  4.2174852E+01  4.0578057E+01  4.1739819E+01  3.9202462E+01
  4.3822913E+01  4.6351570E+01  4.5196388E+01  4.6779854E+01  9.6166494E+02  4.6780200E+01  4.5196762E+01  4.6351301E+01  4.3822917E+01
  4.8944371E+01  5.1464120E+01  5.0320003E+01  5.1886353E+01  1.1272089E+03  5.1886703E+01  5.0320380E+01  5.1463848E+01  4.8944377E+01
  5.4626628E+01  5.7137528E+01  5.6004347E+01  5.7553795E+01  1.3186307E+03  5.7554149E+01  5.6004727E+01  5.7137253E+01  5.4626633E+01
  6.0893328E+01  6.3395438E+01  6.2273070E+01  6.3805823E+01  1.5296847E+03  6.3806180E+01  6.2273456E+01  6.3395161E+01  6.0893335E+01
  6.7853335E+01  7.0346711E+01  6.9235034E+01  7.0751292E+01  1.7738715E+03  7.0751655E+01  6.9235428E+01  7.0346435E+01  6.7853342E+01
  7.5562095E+01  7.8046794E+01  7.6945691E+01  7.8445652E+01  2.0501528E+03  7.8446018E+01  7.6946087E+01  7.8046513E+01  7.5562100E+01
  8.4129332E+01  8.6605405E+01  8.5514766E+01  8.6998617E+01  2.3654691E+03  8.6998986E+01  8.5515164E+01  8.6605118E+01  8.4129338E+01
  9.3515255E+01  9.5982750E+01  9.4902461E+01  9.6370393E+01  2.7115919E+03  9.6370766E+01  9.4902863E+01  9.5982464E+01  9.3515259E+01
  1.0395448E+02  1.0641344E+02  1.0534340E+02  1.0679559E+02  3.1055739E+03  1.0679597E+02  1.0534381E+02  1.0641316E+02  1.0395449E+02
  1.1548409E+02  1.1793457E+02  1.1687466E+02  1.1831128E+02  3.5458949E+03  1.1831167E+02  1.1687508E+02  1.1793428E+02  1.1548410E+02
  1.2825706E+02  1.3069911E+02  1.2964922E+02  1.3107047E+02  4.0402355E+03  1.3107085E+02  1.2964964E+02  1.3069881E+02  1.2825707E+02
  1.4219861E+02  1.4463227E+02  1.4359232E+02  1.4499833E+02  4.5810962E+03  1.4499873E+02  1.4359274E+02  1.4463197E+02  1.4219862E+02
  1.5765147E+02  1.6007676E+02  1.5904665E+02  1.6043762E+02  5.1875911E+03  1.6043802E+02  1.5904707E+02  1.6007646E+02  1.5765148E+02
  1.7468461E+02  1.7710141E+02  1.7608123E+02  1.7745699E+02  5.8606226E+03  1.7745739E+02  1.7608167E+02  1.7710110E+02  1.7468461E+02
  1.9350965E+02  1.9591836E+02  1.9490762E+02  1.9626897E+02  6.6094567E+03  1.9626938E+02  1.9490805E+02  1.9591805E+02  1.9350965E+02
  2.1356304E+02  2.1596353E+02  2.1496233E+02  2.1630911E+02  7.4032414E+03  2.1630952E+02  2.1496276E+02  2.1596321E+02  2.1356305E+02
  2.3659239E+02  2.3898468E+02  2.3799293E+02  2.3932531E+02  8.3291508E+03  2.3932572E+02  2.3799338E+02  2.3898437E+02  2.3659241E+02
  2.6139630E+02  2.6378043E+02  2.6279805E+02  2.6411615E+02  9.3235473E+03  2.6411657E+02  2.6279849E+02  2.6378011E+02  2.6139631E+02
  2.8874478E+02  2.9112077E+02  2.9014766E+02  2.9145166E+02  1.0422307E+04  2.9145207E+02  2.9014811E+02  2.9112045E+02  2.8874478E+02
  3.1786361E+02  3.2023151E+02  3.1926759E+02  3.2055763E+02  1.1589790E+04  3.2055804E+02  3.1926804E+02  3.2023118E+02  3.1786361E+02
  3.5095726E+02  3.5331711E+02  3.5236230E+02  3.5363851E+02  1.2921008E+04  3.5363892E+02  3.5236274E+02  3.5331677E+02  3.5095726E+02
  3.8655950E+02  3.8891131E+02  3.8796551E+02  3.8922805E+02  1.4350085E+04  3.8922846E+02  3.8796596E+02  3.8891097E+02  3.8655949E+02
  4.2564221E+02  4.2798604E+02  4.2704918E+02  4.2829816E+02  1.5916754E+04  4.2829860E+02  4.2704964E+02  4.2798570E+02  4.2564221E+02
  4.6725147E+02  4.6958734E+02  4.6865933E+02  4.6989492E+02  1.7582913E+04  4.6989535E+02  4.6865979E+02  4.6958699E+02  4.6725146E+02
  5.1408452E+02  5.1641245E+02  5.1549321E+02  5.1671553E+02  1.9451808E+04  5.1671599E+02  5.1549369E+02  5.1641211E+02  5.1408453E+02
  5.6438792E+02  5.6670792E+02  5.6579739E+02  5.6700659E+02  2.1454490E+04  5.6700702E+02  5.6579786E+02  5.6670758E+02  5.6438791E+02
  6.1936351E+02  6.2167565E+02  6.2077372E+02  6.2196991E+02  2.3635127E+04  6.2197034E+02  6.2077418E+02  6.2167527E+02  6.1936347E+02
 -9.7688807E-02  2.8249261E+00  2.0911973E+00  3.4260274E+00  3.7699142E+01  3.4262810E+00  2.0914735E+00  2.8246914E+00 -9.7688809E-02
  4.2426413E-01  3.3088308E+00  2.5508573E+00  3.8453346E+00  4.0126427E+01  3.8455909E+00  2.5511375E+00  3.3085940E+00  4.2426448E-01
  1.0032793E+00  3.8479611E+00  3.0805757E+00  4.3373662E+00  4.3239444E+01  4.3376295E+00  3.0808621E+00  3.8477220E+00  1.0032799E+00
  1.6387344E+00  4.4442125E+00  3.6882614E+00  4.9184947E+00  4.6967133E+01  4.9187648E+00  3.6885522E+00  4.4439716E+00  1.6387355E+00
  2.3362680E+00  5.1039276E+00  4.3558045E+00  5.5640655E+00  5.1341669E+01  5.5643443E+00  4.3561045E+00  5.1036851E+00  2.3362692E+00
  3.1005304E+00  5.8355449E+00  5.0895826E+00  6.2885792E+00  5.6483026E+01  6.2888697E+00  5.0898867E+00  5.8353042E+00  3.1005320E+00
