PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7793910E+00 1.9247333E+00 2.0884973E+00 2.2736105E+00 2.4835549E+00 2.7224883E+00 2.9953961E+00 3.3082803E+00 3.6683991E+00 4.0845679E+00 4.5675444E+00 5.1305183E+00 5.7897417E+00 6.5653430E+00 7.4823834E+00 8.5722375E+00 9.8744066E+00 1.1438917E+01 1.3329511E+01 1.5627920E+01 1.8439624E+01 2.1901684E+01 2.6193436E+01 3.1551251E+01 3.8289017E+01 4.6826828E+01 5.7731479E+01 7.1774137E+01 9.0013188E+01 1.1391437E+02 1.4552664E+02 1.8774214E+02 2.4468456E+02 3.2229530E+02 4.2922806E+02 5.7822978E+02 7.8829760E+02 1.0880891E+03 1.5213834E+03 2.1559410E+03 3.0980758E+03 4.5169627E+03 6.6857830E+03 1.0052440E+04 1.5363022E+04 2.3880935E+04 3.7782467E+04 6.0883588E+04 1.0000000E+05 
-4 -3 -2 -1 21 1 2 3 4 
  2.7063001E-01  3.3460998E+00  3.5345649E+00  2.6520505E+00  4.8153506E+01  2.6524638E+00  3.5349925E+00  3.3454756E+00  2.7062998E-01
  8.5787127E-01  3.8901744E+00  4.0393738E+00  3.1395204E+00  5.1301699E+01  3.1399411E+00  4.0398075E+00  3.8895435E+00  8.5787154E-01
  1.5059431E+00  4.4937564E+00  4.6253145E+00  3.7098593E+00  5.5231779E+01  3.7102881E+00  4.6257561E+00  4.4931186E+00  1.5059437E+00
  2.2140564E+00  5.1581442E+00  5.2909390E+00  4.3712766E+00  5.9839122E+01  4.3717146E+00  5.2913866E+00  5.1574997E+00  2.2140572E+00
  2.9875720E+00  5.8906313E+00  6.0199309E+00  5.1015344E+00  6.5168472E+01  5.1019830E+00  6.0203894E+00  5.8899806E+00  2.9875733E+00
  3.8336851E+00  6.6992316E+00  6.8212337E+00  5.9148633E+00  7.1338610E+01  5.9153258E+00  6.8216984E+00  6.6985778E+00  3.8336866E+00
  4.7577844E+00  7.5955334E+00  7.6995898E+00  6.8125849E+00  7.8486057E+01  6.8130572E+00  7.7000646E+00  7.5948697E+00  4.7577863E+00
  5.7670358E+00  8.5778343E+00  8.6681714E+00  7.8016831E+00  8.6794471E+01  7.8021613E+00  8.6686526E+00  8.5771639E+00  5.7670379E+00
  6.8697183E+00  9.6521261E+00  9.7273942E+00  8.8827151E+00  9.6570528E+01  8.8831994E+00  9.7278814E+00  9.6514491E+00  6.8697203E+00
  8.0758241E+00  1.0827783E+01  1.0886471E+01  1.0068821E+01  1.0824522E+02  1.0069313E+01  1.0886964E+01  1.0827099E+01  8.0758268E+00
  9.4019799E+00  1.2117029E+01  1.2161922E+01  1.1371606E+01  1.2254736E+02  1.1372104E+01  1.2162424E+01  1.2116334E+01  9.4019824E+00
  1.0855827E+01  1.3539987E+01  1.3563609E+01  1.2800037E+01  1.4028404E+02  1.2800540E+01  1.3564117E+01  1.3539287E+01  1.0855829E+01
  1.2448315E+01  1.5103707E+01  1.5103932E+01  1.4369161E+01  1.6254009E+02  1.4369672E+01  1.5104449E+01  1.5102998E+01  1.2448318E+01
  1.4198310E+01  1.6831814E+01  1.6806175E+01  1.6102610E+01  1.9016937E+02  1.6103128E+01  1.6806696E+01  1.6831098E+01  1.4198313E+01
  1.6123365E+01  1.8739328E+01  1.8682252E+01  1.8012616E+01  2.2379538E+02  1.8013141E+01  1.8682783E+01  1.8738605E+01  1.6123369E+01
  1.8239793E+01  2.0844896E+01  2.0756135E+01  2.0123425E+01  2.6437016E+02  2.0123956E+01  2.0756672E+01  2.0844167E+01  1.8239796E+01
  2.0569107E+01  2.3163466E+01  2.3039577E+01  2.2447182E+01  3.1283077E+02  2.2447719E+01  2.3040120E+01  2.3162730E+01  2.0569111E+01
  2.3143341E+01  2.5727064E+01  2.5563986E+01  2.5015912E+01  3.7019019E+02  2.5016454E+01  2.5564535E+01  2.5726320E+01  2.3143345E+01
  2.5977167E+01  2.8550357E+01  2.8343821E+01  2.7844285E+01  4.3862800E+02  2.7844835E+01  2.8344377E+01  2.8549608E+01  2.5977171E+01
  2.9107434E+01  3.1670191E+01  3.1415221E+01  3.0969151E+01  5.1925275E+02  3.0969707E+01  3.1415783E+01  3.1669436E+01  2.9107439E+01
  3.2563705E+01  3.5116125E+01  3.4807224E+01  3.4420068E+01  6.1372045E+02  3.4420629E+01  3.4807792E+01  3.5115361E+01  3.2563710E+01
  3.6386400E+01  3.8928573E+01  3.8571342E+01  3.8237454E+01  7.2332277E+02  3.8238022E+01  3.8571920E+01  3.8927803E+01  3.6386405E+01
