PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7793910E+00 1.9247333E+00 2.0884973E+00 2.2736105E+00 2.4835549E+00 2.7224883E+00 2.9953961E+00 3.3082803E+00 3.6683991E+00 4.0845679E+00 4.5675444E+00 5.1305183E+00 5.7897417E+00 6.5653430E+00 7.4823834E+00 8.5722375E+00 9.8744066E+00 1.1438917E+01 1.3329511E+01 1.5627920E+01 1.8439624E+01 2.1901684E+01 2.6193436E+01 3.1551251E+01 3.8289017E+01 4.6826828E+01 5.7731479E+01 7.1774137E+01 9.0013188E+01 1.1391437E+02 1.4552664E+02 1.8774214E+02 2.4468456E+02 3.2229530E+02 4.2922806E+02 5.7822978E+02 7.8829760E+02 1.0880891E+03 1.5213834E+03 2.1559410E+03 3.0980758E+03 4.5169627E+03 6.6857830E+03 1.0052440E+04 1.5363022E+04 2.3880935E+04 3.7782467E+04 6.0883588E+04 1.0000000E+05 
-4 -3 -2 -1 21 1 2 3 4 
  3.9412130E-02  2.9243974E+00  1.8496672E+00  3.3729162E+00  4.3011382E+01  3.3732768E+00  1.8500474E+00  2.9239056E+00  3.9412125E-02
  5.9829559E-01  3.4403328E+00  2.3374213E+00  3.8169562E+00  4.5687372E+01  3.8173233E+00  2.3378069E+00  3.4398358E+00  5.9829592E-01
  1.2175923E+00  4.0152439E+00  2.9066638E+00  4.3447930E+00  4.9134062E+01  4.3451674E+00  2.9070566E+00  4.0147419E+00  1.2175930E+00
  1.8961951E+00  4.6502230E+00  3.5556067E+00  4.9647831E+00  5.3232685E+01  4.9651664E+00  3.5560048E+00  4.6497161E+00  1.8961960E+00
  2.6394454E+00  5.3526477E+00  4.2667880E+00  5.6532119E+00  5.8019713E+01  5.6536050E+00  4.2671963E+00  5.3521364E+00  2.6394466E+00
  3.4545741E+00  6.1306129E+00  5.0492904E+00  6.4247085E+00  6.3607189E+01  6.4251148E+00  5.0497041E+00  6.1301004E+00  3.4545756E+00
  4.3468755E+00  6.9959401E+00  5.9077397E+00  7.2802794E+00  7.0123447E+01  7.2806949E+00  5.9081629E+00  6.9954192E+00  4.3468775E+00
  5.3234665E+00  7.9464135E+00  6.8555846E+00  8.2268437E+00  7.7743687E+01  8.2272643E+00  6.8560134E+00  7.9458880E+00  5.3234684E+00
  6.3925826E+00  8.9878638E+00  7.8927951E+00  9.2645033E+00  8.6769791E+01  9.2649294E+00  7.8932289E+00  8.9873332E+00  6.3925846E+00
  7.5641952E+00  1.0129613E+01  9.0285308E+00  1.0406538E+01  9.7630899E+01  1.0406970E+01  9.0289700E+00  1.0129077E+01  7.5641977E+00
  8.8552218E+00  1.1383946E+01  1.0279608E+01  1.1664572E+01  1.1106688E+02  1.1665010E+01  1.0280055E+01  1.1383401E+01  8.8552243E+00
  1.0272956E+01  1.2771296E+01  1.1655663E+01  1.3047291E+01  1.2789533E+02  1.3047734E+01  1.1656116E+01  1.2770747E+01  1.0272957E+01
  1.1828311E+01  1.4298472E+01  1.3169146E+01  1.4569916E+01  1.4922277E+02  1.4570365E+01  1.3169607E+01  1.4297917E+01  1.1828314E+01
  1.3540120E+01  1.5989318E+01  1.4843548E+01  1.6256291E+01  1.7590857E+02  1.6256746E+01  1.4844013E+01  1.5988756E+01  1.3540123E+01
  1.5425900E+01  1.7858687E+01  1.6690458E+01  1.8118328E+01  2.0856420E+02  1.8118790E+01  1.6690932E+01  1.7858120E+01  1.5425904E+01
  1.7501934E+01  1.9925318E+01  1.8734227E+01  2.0180657E+01  2.4814269E+02  2.0181125E+01  1.8734706E+01  1.9924748E+01  1.7501938E+01
  1.9789707E+01  2.2203788E+01  2.0986071E+01  2.2454896E+01  2.9557162E+02  2.2455368E+01  2.0986555E+01  2.2203211E+01  1.9789710E+01
  2.2321212E+01  2.4726083E+01  2.3477334E+01  2.4973028E+01  3.5186969E+02  2.4973505E+01  2.3477824E+01  2.4725502E+01  2.2321216E+01
  2.5111107E+01  2.7506857E+01  2.6222455E+01  2.7749705E+01  4.1924172E+02  2.7750188E+01  2.6222951E+01  2.7506271E+01  2.5111111E+01
  2.8196207E+01  3.0582923E+01  2.9257507E+01  3.0821738E+01  4.9878892E+02  3.0822227E+01  2.9258007E+01  3.0582332E+01  2.8196212E+01
  3.1606062E+01  3.3983826E+01  3.2611491E+01  3.4218670E+01  5.9215110E+02  3.4219163E+01  3.2611996E+01  3.3983228E+01  3.1606067E+01
  3.5381056E+01  3.7749945E+01  3.6336470E+01  3.7980879E+01  7.0061973E+02  3.7981378E+01  3.6336986E+01  3.7749344E+01  3.5381061E+01
