             1             1
             2             1
             3             1
             4             1
             5             1
             6             1
             7             1
             8             1
             9             1
            10             1
            11             1
            12             1
            13            -6
            14            -7
            15            -8
            16             1
            17             1
            18           -16
            19           -17
            20           -10
            21           -11
            22             1
            23           -22
            24             1
            25           -24
            26             1
27.14             1
27.16             1
27.17             1
27.22             1
27.23             1
27.25             1
27.26             1
            28             1
            29             1
            30             1
            31             1
32.04             1
32.05             1
32.07             1
32.08             1
33.04             1
33.05             1
33.07             1
33.08             1
34.14             1
34.16             1
34.17             1
34.22             1
34.23             1
34.25             1
34.26             1
            35             1
36.04             1
36.05             1
36.07             1
36.08             1
37.04             1
37.05             1
37.07             1
37.08             1
            38             1
            39             1
            40             1
            41             1
            42           -32
43.16             1
43.17             1
43.22             1
43.23             1
43.25             1
43.26             1
            44            -9
            45             1
            46             1
            47             1
            48             1
            49             1
            50            -1
            51            -2
            52            -3
            53            -4
            54            -5
            55           -46
            56           -12
            57             1
            58             1
