PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7793910E+00 1.9247333E+00 2.0884973E+00 2.2736105E+00 2.4835549E+00 2.7224883E+00 2.9953961E+00 3.3082803E+00 3.6683991E+00 4.0845679E+00 4.5675444E+00 5.1305183E+00 5.7897417E+00 6.5653430E+00 7.4823834E+00 8.5722375E+00 9.8744066E+00 1.1438917E+01 1.3329511E+01 1.5627920E+01 1.8439624E+01 2.1901684E+01 2.6193436E+01 3.1551251E+01 3.8289017E+01 4.6826828E+01 5.7731479E+01 7.1774137E+01 9.0013188E+01 1.1391437E+02 1.4552664E+02 1.8774214E+02 2.4468456E+02 3.2229530E+02 4.2922806E+02 5.7822978E+02 7.8829760E+02 1.0880891E+03 1.5213834E+03 2.1559410E+03 3.0980758E+03 4.5169627E+03 6.6857830E+03 1.0052440E+04 1.5363022E+04 2.3880935E+04 3.7782467E+04 6.0883588E+04 1.0000000E+05 
-4 -3 -2 -1 21 1 2 3 4 
  4.3060737E-01  3.2138985E+00  3.0680410E+00  2.8624717E+00  4.3032600E+01  2.8628678E+00  3.0684559E+00  3.2133231E+00  4.3060732E-01
  1.0041600E+00  3.7484792E+00  3.5699587E+00  3.3421114E+00  4.5958102E+01  3.3425143E+00  3.5703793E+00  3.7478982E+00  1.0041602E+00
  1.6384440E+00  4.3425923E+00  4.1510495E+00  3.9026264E+00  4.9628458E+01  3.9030366E+00  4.1514774E+00  4.3420055E+00  1.6384447E+00
  2.3331334E+00  4.9978128E+00  4.8103892E+00  4.5518842E+00  5.3964405E+01  4.5523030E+00  4.8108228E+00  4.9972205E+00  2.3331344E+00
  3.0935484E+00  5.7212208E+00  5.5335549E+00  5.2700630E+00  5.9026131E+01  5.2704912E+00  5.5339983E+00  5.7206237E+00  3.0935496E+00
  3.9267547E+00  6.5206283E+00  6.3292072E+00  6.0706352E+00  6.4945273E+01  6.0710756E+00  6.3296563E+00  6.5200289E+00  3.9267562E+00
  4.8382366E+00  7.4071658E+00  7.2022434E+00  6.9553767E+00  7.1873720E+01  6.9558262E+00  7.2027019E+00  7.4065582E+00  4.8382384E+00
  5.8351836E+00  8.3799449E+00  8.1653257E+00  7.9313097E+00  8.0010975E+01  7.9317647E+00  8.1657901E+00  8.3793320E+00  5.8351857E+00
  6.9258923E+00  9.4451793E+00  9.2195903E+00  8.9996945E+00  8.9673380E+01  9.0001550E+00  9.2200601E+00  9.4445605E+00  6.9258944E+00
  8.1203372E+00  1.0612280E+01  1.0374303E+01  1.0173372E+01  1.0129657E+02  1.0173838E+01  1.0374779E+01  1.0611655E+01  8.1203399E+00
  9.4346041E+00  1.1893321E+01  1.1645456E+01  1.1463849E+01  1.1559227E+02  1.1464322E+01  1.1645939E+01  1.1892688E+01  9.4346069E+00
  1.0876877E+01  1.3307859E+01  1.3043254E+01  1.2880518E+01  1.3335108E+02  1.2880996E+01  1.3043743E+01  1.3307220E+01  1.0876879E+01
  1.2458131E+01  1.4863313E+01  1.4579998E+01  1.4438085E+01  1.5562314E+02  1.4438569E+01  1.4580495E+01  1.4862668E+01  1.2458134E+01
  1.4197246E+01  1.6582899E+01  1.6278591E+01  1.6159766E+01  1.8325403E+02  1.6160257E+01  1.6279092E+01  1.6582248E+01  1.4197249E+01
  1.6111796E+01  1.8481885E+01  1.8151474E+01  1.8058290E+01  2.1688934E+02  1.8058786E+01  1.8151983E+01  1.8481228E+01  1.6111800E+01
  1.8218126E+01  2.0578739E+01  2.0221967E+01  2.0157223E+01  2.5748157E+02  2.0157726E+01  2.0222482E+01  2.0578078E+01  1.8218129E+01
  2.0537779E+01  2.2889027E+01  2.2502725E+01  2.2469577E+01  3.0598581E+02  2.2470085E+01  2.2503246E+01  2.2888359E+01  2.0537783E+01
  2.3102784E+01  2.5444769E+01  2.5025211E+01  2.5027370E+01  3.6340529E+02  2.5027883E+01  2.5025737E+01  2.5444095E+01  2.3102789E+01
  2.5927894E+01  2.8260713E+01  2.7803980E+01  2.7845352E+01  4.3188138E+02  2.7845871E+01  2.7804514E+01  2.8260035E+01  2.5927898E+01
  2.9049961E+01  3.1373711E+01  3.0875243E+01  3.0960374E+01  5.1253553E+02  3.0960899E+01  3.0875782E+01  3.1373028E+01  2.9049966E+01
  3.2498609E+01  3.4813379E+01  3.4268143E+01  3.4402054E+01  6.0705464E+02  3.4402585E+01  3.4268687E+01  3.4812690E+01  3.2498614E+01
  3.6314264E+01  3.8620140E+01  3.8033211E+01  3.8210816E+01  7.1673102E+02  3.8211353E+01  3.8033765E+01  3.8619446E+01  3.6314269E+01
