PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7793910E+00 1.9247333E+00 2.0884973E+00 2.2736105E+00 2.4835549E+00 2.7224883E+00 2.9953961E+00 3.3082803E+00 3.6683991E+00 4.0845679E+00 4.5675444E+00 5.1305183E+00 5.7897417E+00 6.5653430E+00 7.4823834E+00 8.5722375E+00 9.8744066E+00 1.1438917E+01 1.3329511E+01 1.5627920E+01 1.8439624E+01 2.1901684E+01 2.6193436E+01 3.1551251E+01 3.8289017E+01 4.6826828E+01 5.7731479E+01 7.1774137E+01 9.0013188E+01 1.1391437E+02 1.4552664E+02 1.8774214E+02 2.4468456E+02 3.2229530E+02 4.2922806E+02 5.7822978E+02 7.8829760E+02 1.0880891E+03 1.5213834E+03 2.1559410E+03 3.0980758E+03 4.5169627E+03 6.6857830E+03 1.0052440E+04 1.5363022E+04 2.3880935E+04 3.7782467E+04 6.0883588E+04 1.0000000E+05 
-4 -3 -2 -1 21 1 2 3 4 
 -5.8209645E-02  3.8373880E+00  3.8094828E+00  3.6122191E+00  4.0287539E+01  3.6124100E+00  3.8096815E+00  3.8371439E+00 -5.8209647E-02
  5.1121777E-01  4.3654602E+00  4.3074979E+00  4.0885397E+00  4.3186445E+01  4.0887350E+00  4.3077000E+00  4.3652139E+00  5.1121809E-01
  1.1412269E+00  4.9530821E+00  4.8831434E+00  4.6441010E+00  4.6800161E+01  4.6443013E+00  4.8833504E+00  4.9528333E+00  1.1412275E+00
  1.8318617E+00  5.6020448E+00  5.5359086E+00  5.2864895E+00  5.1068833E+01  5.2866960E+00  5.5361191E+00  5.6017940E+00  1.8318625E+00
  2.5884036E+00  6.3192475E+00  6.2528848E+00  5.9978211E+00  5.6064041E+01  5.9980346E+00  6.2531026E+00  6.3189952E+00  2.5884048E+00
  3.4178075E+00  7.1123287E+00  7.0424926E+00  6.7909473E+00  6.1926725E+01  6.7911707E+00  7.0427134E+00  7.1120772E+00  3.4178089E+00
  4.3256241E+00  7.9920375E+00  7.9097388E+00  7.6679992E+00  6.8820064E+01  7.6682290E+00  7.9099666E+00  7.9917813E+00  4.3256259E+00
  5.3190504E+00  8.9581260E+00  8.8668592E+00  8.6360146E+00  7.6955229E+01  8.6362480E+00  8.8670909E+00  8.9578678E+00  5.3190523E+00
  6.4063835E+00  1.0016970E+01  9.9155518E+00  9.6968050E+00  8.6655235E+01  9.6970420E+00  9.9157867E+00  1.0016709E+01  6.4063854E+00
  7.5975681E+00  1.1177991E+01  1.1065106E+01  1.0862952E+01  9.8358329E+01  1.0863193E+01  1.1065344E+01  1.1177728E+01  7.5975706E+00
  8.9082355E+00  1.2453124E+01  1.2331064E+01  1.2145865E+01  1.1276129E+02  1.2146110E+01  1.2331308E+01  1.2452855E+01  8.9082380E+00
  1.0346990E+01  1.3861444E+01  1.3723891E+01  1.3555258E+01  1.3064037E+02  1.3555506E+01  1.3724138E+01  1.3861174E+01  1.0346991E+01
  1.1924800E+01  1.5410646E+01  1.5255772E+01  1.5105534E+01  1.5301640E+02  1.5105787E+01  1.5256026E+01  1.5410372E+01  1.1924803E+01
  1.3660539E+01  1.7123591E+01  1.6949288E+01  1.6819558E+01  1.8072732E+02  1.6819814E+01  1.6949542E+01  1.7123314E+01  1.3660542E+01
  1.5571774E+01  1.9015722E+01  1.8817271E+01  1.8710428E+01  2.1443527E+02  1.8710689E+01  1.8817533E+01  1.9015443E+01  1.5571779E+01
  1.7674843E+01  2.1105330E+01  2.0882487E+01  2.0801136E+01  2.5509172E+02  2.0801400E+01  2.0882751E+01  2.1105049E+01  1.7674846E+01
  1.9991279E+01  2.3408439E+01  2.3158277E+01  2.3105348E+01  3.0366497E+02  2.3105617E+01  2.3158545E+01  2.3408156E+01  1.9991283E+01
  2.2553105E+01  2.5957064E+01  2.5676140E+01  2.5655079E+01  3.6114978E+02  2.5655351E+01  2.5676412E+01  2.5956778E+01  2.2553109E+01
  2.5375060E+01  2.8765937E+01  2.8450635E+01  2.8465063E+01  4.2965445E+02  2.8465338E+01  2.8450911E+01  2.8765649E+01  2.5375064E+01
  2.8493990E+01  3.1871901E+01  3.1518012E+01  3.1572139E+01  5.1031004E+02  3.1572418E+01  3.1518291E+01  3.1871611E+01  2.8493994E+01
  3.1939503E+01  3.5304557E+01  3.4907436E+01  3.5005913E+01  6.0482656E+02  3.5006195E+01  3.4907719E+01  3.5304264E+01  3.1939506E+01
