PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  2.7934050E-08  1.4140439E-02  3.2254719E+00  3.3453836E+00  2.3929412E+00  4.5488178E+01  2.3932168E+00  3.3456861E+00  3.2251742E+00  1.4140433E-02  2.7936196E-08
  4.5316736E-08  6.2691335E-01  3.7930483E+00  3.8697559E+00  2.9043732E+00  4.8637007E+01  2.9046545E+00  3.8700631E+00  3.7927479E+00  6.2691368E-01  4.5316132E-08
  3.1449402E-08  1.3072980E+00  4.4266583E+00  4.4873476E+00  3.5115941E+00  5.2638607E+01  3.5118824E+00  4.4876611E+00  4.4263552E+00  1.3072986E+00  3.1444943E-08
  7.4118691E-08  2.0553949E+00  5.1295977E+00  5.1890266E+00  4.2152479E+00  5.7384439E+01  4.2155431E+00  5.1893447E+00  5.1292922E+00  2.0553959E+00  7.4115205E-08
  6.7022713E-08  2.8780614E+00  5.9095624E+00  5.9635724E+00  4.9957700E+00  6.2953503E+01  4.9960739E+00  5.9638996E+00  5.9092547E+00  2.8780628E+00  6.7024623E-08
  1.2724701E-07  3.7832959E+00  6.7775933E+00  6.8194316E+00  5.8733385E+00  6.9491123E+01  5.8736540E+00  6.8197635E+00  6.7772837E+00  3.7832973E+00  1.2724351E-07
  1.1512255E-07  4.7779462E+00  7.7449045E+00  7.7670623E+00  6.8460381E+00  7.7176834E+01  6.8463619E+00  7.7674028E+00  7.7445919E+00  4.7779480E+00  1.1512851E-07
  1.3277993E-07  5.8706172E+00  8.8087660E+00  8.8146373E+00  7.9198734E+00  8.6249216E+01  7.9202014E+00  8.8149826E+00  8.8084512E+00  5.8706193E+00  1.3277997E-07
  1.2706594E-07  7.0727564E+00  9.9804001E+00  9.9684554E+00  9.1013475E+00  9.7166130E+01  9.1016793E+00  9.9688053E+00  9.9800825E+00  7.0727586E+00  1.2705936E-07
  2.3422139E-07  8.3982315E+00  1.1269430E+01  1.1240147E+01  1.0408385E+01  1.1055002E+02  1.0408722E+01  1.1240504E+01  1.1269111E+01  8.3982342E+00  2.3421547E-07
  1.2972744E-07  9.8637841E+00  1.2700771E+01  1.2651629E+01  1.1850911E+01  1.2732104E+02  1.1851253E+01  1.2651990E+01  1.2700444E+01  9.8637867E+00  1.2972865E-07
  1.6601164E-07  1.1477088E+01  1.4280335E+01  1.4206411E+01  1.3438774E+01  1.4863097E+02  1.3439120E+01  1.4206776E+01  1.4280005E+01  1.1477091E+01  1.6601449E-07
  1.7327210E-08  1.4047166E-02  3.0882830E+00  3.1443705E+00  2.3468813E+00  4.2730459E+01  2.3471826E+00  3.1446989E+00  3.0879626E+00  1.4047163E-02  1.7327723E-08
  5.7206014E-08  5.9409868E-01  3.6261264E+00  3.6430064E+00  2.8321777E+00  4.5712878E+01  2.8324824E+00  3.6433398E+00  3.6258033E+00  5.9409907E-01  5.7208888E-08
  5.7256840E-08  1.2382887E+00  4.2260147E+00  4.2243645E+00  3.4033652E+00  4.9496449E+01  3.4036776E+00  4.2247047E+00  4.2256888E+00  1.2382894E+00  5.7261349E-08
  9.0505576E-08  1.9470327E+00  4.8917334E+00  4.8892770E+00  4.0697695E+00  5.4000881E+01  4.0700890E+00  4.8896221E+00  4.8914048E+00  1.9470338E+00  9.0503570E-08
  7.7462392E-08  2.7268330E+00  5.6311230E+00  5.6238514E+00  4.8091323E+00  5.9283484E+01  4.8094693E+00  5.6242062E+00  5.6307961E+00  2.7268345E+00  7.7463013E-08
  1.2238574E-07  3.5834942E+00  6.4536776E+00  6.4340596E+00  5.6408778E+00  6.5487188E+01  5.6412195E+00  6.4344195E+00  6.4533444E+00  3.5834960E+00  1.2238410E-07
  8.2865591E-08  4.5243945E+00  7.3683633E+00  7.3333648E+00  6.5627432E+00  7.2787249E+01  6.5630942E+00  7.3337345E+00  7.3680275E+00  4.5243966E+00  8.2864755E-08
  1.3000676E-07  5.5576659E+00  8.3740194E+00  8.3241889E+00  7.5772902E+00  8.1473457E+01  7.5776453E+00  8.3245637E+00  8.3736808E+00  5.5576682E+00  1.3000571E-07
  2.4008644E-07  6.6939794E+00  9.4811064E+00  9.4149706E+00  8.6948008E+00  9.1974924E+01  8.6951623E+00  9.4153505E+00  9.4807648E+00  6.6939820E+00  2.4008925E-07
  9.2878190E-08  7.9467968E+00  1.0698957E+01  1.0619192E+01  9.9297447E+00  1.0499230E+02  9.9301107E+00  1.0619578E+01  1.0698609E+01  7.9467995E+00  9.2879038E-08
  1.6219416E-07  9.3312902E+00  1.2053161E+01  1.1952534E+01  1.1291437E+01  1.2136382E+02  1.1291808E+01  1.1952927E+01  1.2052809E+01  9.3312931E+00  1.6219042E-07
  1.8097421E-07  1.0855179E+01  1.3546301E+01  1.3422725E+01  1.2791942E+01  1.4223560E+02  1.2792319E+01  1.3423125E+01  1.3545944E+01  1.0855183E+01  1.8097090E-07
  2.3614317E-08  1.3956763E-02  2.9576554E+00  2.9607308E+00  2.2953778E+00  4.0151477E+01  2.2957047E+00  2.9610874E+00  2.9573099E+00  1.3956756E-02  2.3613321E-08
  2.6419033E-08  5.6304168E-01  3.4673640E+00  3.4348545E+00  2.7557674E+00  4.2977454E+01  2.7560979E+00  3.4352164E+00  3.4670158E+00  5.6304211E-01  2.6422564E-08
  7.5173842E-08  1.1734447E+00  4.0354711E+00  3.9834328E+00  3.2945360E+00  4.6554131E+01  3.2948750E+00  3.9838026E+00  4.0351197E+00  1.1734455E+00  7.5172794E-08
  4.5016443E-08  1.8453153E+00  4.6658044E+00  4.6134263E+00  3.9256578E+00  5.0827688E+01  3.9260047E+00  4.6138014E+00  4.6654497E+00  1.8453166E+00  4.5015219E-08
  7.5503665E-08  2.5835658E+00  5.3669782E+00  5.3100100E+00  4.6280607E+00  5.5839281E+01  4.6284267E+00  5.3103959E+00  5.3666250E+00  2.5835675E+00  7.5505104E-08
  6.0472767E-08  3.3942192E+00  6.1461096E+00  6.0776268E+00  5.4150242E+00  6.1730150E+01  5.4153999E+00  6.0780229E+00  6.1457501E+00  3.3942210E+00  6.0473728E-08
  1.0952959E-07  4.2842138E+00  7.0109653E+00  6.9301819E+00  6.2879253E+00  6.8682001E+01  6.2883058E+00  6.9305835E+00  7.0106028E+00  4.2842160E+00  1.0953165E-07
  8.0994808E-08  5.2612317E+00  7.9615104E+00  7.8671831E+00  7.2464035E+00  7.7010552E+01  7.2467890E+00  7.8675903E+00  7.9611454E+00  5.2612343E+00  8.0994072E-08
  9.5427916E-08  6.3352182E+00  9.0074938E+00  8.8982049E+00  8.3039268E+00  8.7176188E+01  8.3043187E+00  8.8986175E+00  9.0071257E+00  6.3352211E+00  9.5428695E-08
