PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  1.5290427E-08  8.9747148E-02  3.2469678E+00  4.0496444E+00  2.5470098E+00  4.0277121E+01  2.5473354E+00  4.0499836E+00  3.2466011E+00  8.9747149E-02  1.5291606E-08
  5.3068103E-08  6.8495995E-01  3.7967449E+00  4.5497109E+00  3.0372999E+00  4.3270521E+01  3.0376321E+00  4.5500553E+00  3.7963745E+00  6.8496031E-01  5.3067787E-08
  4.3604999E-08  1.3480821E+00  4.4127830E+00  5.1441354E+00  3.6245470E+00  4.7125493E+01  3.6248871E+00  5.1444867E+00  4.4124087E+00  1.3480828E+00  4.3600716E-08
  6.0894353E-08  2.0790511E+00  5.0983124E+00  5.8233397E+00  4.3092478E+00  5.1725428E+01  4.3095957E+00  5.8236962E+00  5.0979350E+00  2.0790522E+00  6.0890171E-08
  2.9704696E-08  2.8847485E+00  5.8610804E+00  6.5755760E+00  5.0710595E+00  5.7145469E+01  5.0714171E+00  6.5759423E+00  5.8606996E+00  2.8847499E+00  2.9706832E-08
  1.1415587E-07  3.7732054E+00  6.7122532E+00  7.4093341E+00  5.9305620E+00  6.3527384E+01  5.9309323E+00  7.4097058E+00  6.7118696E+00  3.7732069E+00  1.1415209E-07
  1.0329513E-07  4.7512387E+00  7.6631479E+00  8.3351478E+00  6.8855424E+00  7.1046369E+01  6.8859220E+00  8.3355289E+00  7.6627602E+00  4.7512405E+00  1.0329986E-07
  1.4399810E-07  5.8274556E+00  8.7106933E+00  9.3611774E+00  7.9419285E+00  7.9936525E+01  7.9423130E+00  9.3615636E+00  8.7103027E+00  5.8274578E+00  1.4399956E-07
  1.4849737E-07  7.0133039E+00  9.8661063E+00  1.0493562E+01  9.1060728E+00  9.0655297E+01  9.1064622E+00  1.0493954E+01  9.8657121E+00  7.0133063E+00  1.4848946E-07
  2.9955339E-07  8.3227863E+00  1.1139017E+01  1.1743998E+01  1.0396157E+01  1.0382802E+02  1.0396553E+01  1.1744397E+01  1.1138620E+01  8.3227893E+00  2.9954792E-07
  1.8534928E-07  9.7726393E+00  1.2554584E+01  1.3134551E+01  1.1821896E+01  1.2038329E+02  1.1822297E+01  1.3134955E+01  1.2554178E+01  9.7726420E+00  1.8534951E-07
  1.6072273E-07  1.1370473E+01  1.4118604E+01  1.4668540E+01  1.3393138E+01  1.4148609E+02  1.3393544E+01  1.4668949E+01  1.4118194E+01  1.1370477E+01  1.6072432E-07
  1.7606652E-08  8.8246613E-02  3.1147488E+00  3.8070194E+00  2.4917200E+00  3.7975358E+01  2.4920761E+00  3.8073877E+00  3.1143542E+00  8.8246615E-02  1.7607250E-08
  6.8258367E-08  6.5261367E-01  3.6366642E+00  4.2835690E+00  2.9580959E+00  4.0823651E+01  2.9584563E+00  4.2839427E+00  3.6362657E+00  6.5261406E-01  6.8260462E-08
  4.2324947E-08  1.2814292E+00  4.2208503E+00  4.8437775E+00  3.5113439E+00  4.4482064E+01  3.5117129E+00  4.8441588E+00  4.2204481E+00  1.2814300E+00  4.2330294E-08
  6.6001027E-08  1.9749676E+00  4.8710546E+00  5.4883458E+00  4.1609188E+00  4.8863142E+01  4.1612959E+00  5.4887327E+00  4.8706485E+00  1.9749688E+00  6.5997704E-08
  6.2545302E-08  2.7397577E+00  5.5951856E+00  6.2027859E+00  4.8837159E+00  5.4019804E+01  4.8841115E+00  6.2031829E+00  5.5947801E+00  2.7397592E+00  6.2545339E-08
  1.0630632E-07  3.5815844E+00  6.4028303E+00  6.9930520E+00  5.6995520E+00  6.0091572E+01  5.6999534E+00  6.9934550E+00  6.4024176E+00  3.5815862E+00  1.0630587E-07
  9.0119988E-08  4.5078267E+00  7.3030048E+00  7.8727906E+00  6.6058725E+00  6.7249569E+01  6.6062841E+00  7.8732039E+00  7.3025886E+00  4.5078288E+00  9.0118979E-08
  1.5349898E-07  5.5266202E+00  8.2942712E+00  8.8442511E+00  7.6050732E+00  7.5781073E+01  7.6054900E+00  8.8446702E+00  8.2938512E+00  5.5266226E+00  1.5349867E-07
  1.4548604E-07  6.6486373E+00  9.3870849E+00  9.9158034E+00  8.7074254E+00  8.6114660E+01  8.7078492E+00  9.9162279E+00  9.3866608E+00  6.6486400E+00  1.4548975E-07
  5.4573619E-08  7.8874747E+00  1.0590790E+01  1.1101062E+01  9.9275637E+00  9.8956776E+01  9.9279931E+00  1.1101495E+01  1.0590358E+01  7.8874774E+00  5.4574068E-08
  1.8447069E-07  9.2582940E+00  1.1931281E+01  1.2415714E+01  1.1274614E+01  1.1515299E+02  1.1275050E+01  1.2416152E+01  1.1930845E+01  9.2582968E+00  1.8446833E-07
  1.6829984E-07  1.0768756E+01  1.3410927E+01  1.3867422E+01  1.2760716E+01  1.3586301E+02  1.2761157E+01  1.3867869E+01  1.3410486E+01  1.0768759E+01  1.6829663E-07
  4.1521863E-08  8.6782205E-02  2.9885122E+00  3.5831503E+00  2.4325879E+00  3.5815059E+01  2.4329741E+00  3.5835496E+00  2.9880868E+00  8.6782204E-02  4.1522228E-08
  3.7126617E-08  6.2187077E-01  3.4839749E+00  4.0372108E+00  2.8760396E+00  3.8525987E+01  2.8764303E+00  4.0376161E+00  3.4835457E+00  6.2187121E-01  3.7130203E-08
  8.3151522E-08  1.2186112E+00  4.0380611E+00  4.5665198E+00  3.3987301E+00  4.1996544E+01  3.3991304E+00  4.5669336E+00  4.0376278E+00  1.2186120E+00  8.3150130E-08
  6.5323254E-08  1.8770152E+00  4.6545741E+00  5.1781038E+00  4.0149150E+00  4.6166611E+01  4.0153240E+00  5.1785234E+00  4.6541366E+00  1.8770164E+00  6.5321199E-08
  8.8630173E-08  2.6019851E+00  5.3422316E+00  5.8565258E+00  4.7027230E+00  5.1072579E+01  4.7031523E+00  5.8569570E+00  5.3417947E+00  2.6019867E+00  8.8632104E-08
  6.6978969E-08  3.3995440E+00  6.1081849E+00  6.6061784E+00  5.4756537E+00  5.6852450E+01  5.4760940E+00  6.6066207E+00  6.1077408E+00  3.3995458E+00  6.6979445E-08
