PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  2.3333821E-08  5.5239603E-01  3.3841215E+00  2.0520318E+00  4.1135142E+00  3.9303550E+01  4.1139725E+00  2.0525071E+00  3.3834286E+00  5.5239597E-01  2.3335188E-08
  3.0104933E-08  1.1451986E+00  3.9353306E+00  2.5845864E+00  4.5927734E+00  4.2225202E+01  4.5932396E+00  2.5850684E+00  3.9346295E+00  1.1451988E+00  3.0104782E-08
  8.8879368E-09  1.8055766E+00  4.5527210E+00  3.2074483E+00  5.1656025E+00  4.5951324E+01  5.1660782E+00  3.2079391E+00  4.5520117E+00  1.8055774E+00  8.8854002E-09
  5.3551231E-08  2.5341141E+00  5.2397646E+00  3.9128709E+00  5.8330549E+00  5.0404441E+01  5.8335398E+00  3.9133688E+00  5.2390477E+00  2.5341151E+00  5.3547255E-08
  6.2418818E-08  3.3375737E+00  6.0039814E+00  4.6912841E+00  6.5779741E+00  5.5681410E+01  6.5784698E+00  4.6917931E+00  6.0032569E+00  3.3375750E+00  6.2422032E-08
  1.3324640E-07  4.2238442E+00  6.8560105E+00  5.5509987E+00  7.4192451E+00  6.1944516E+01  7.4197547E+00  5.5515146E+00  6.8552789E+00  4.2238455E+00  1.3324312E-07
  1.0081601E-07  5.1998763E+00  7.8067508E+00  6.5022473E+00  8.3558730E+00  6.9392709E+01  8.3563924E+00  6.5027739E+00  7.8060108E+00  5.1998781E+00  1.0082013E-07
  1.1254315E-07  6.2742872E+00  8.8545658E+00  7.5532721E+00  9.3941046E+00  7.8284622E+01  9.3946308E+00  7.5538056E+00  8.8538181E+00  6.2742893E+00  1.1254295E-07
  9.2816644E-08  7.4585392E+00  1.0010713E+01  8.7108923E+00  1.0540913E+01  8.9084852E+01  1.0541446E+01  8.7114326E+00  1.0009958E+01  7.4585415E+00  9.2810185E-08
  2.1298773E-07  8.7661366E+00  1.1284858E+01  9.9866021E+00  1.1813455E+01  1.0241322E+02  1.1813996E+01  9.9871526E+00  1.1284095E+01  8.7661393E+00  2.1298002E-07
  3.9632275E-08  1.0213844E+01  1.2701155E+01  1.1401862E+01  1.3222317E+01  1.1916801E+02  1.3222864E+01  1.1402419E+01  1.2700380E+01  1.0213847E+01  3.9632943E-08
  1.2317340E-07  1.1809654E+01  1.4266004E+01  1.2960908E+01  1.4777440E+01  1.4046690E+02  1.4777994E+01  1.2961471E+01  1.4265220E+01  1.1809657E+01  1.2317492E-07
  1.7334223E-08  5.3493117E-01  3.2306378E+00  2.0533978E+00  3.8223016E+00  3.7088896E+01  3.8228019E+00  2.0539139E+00  3.2298885E+00  5.3493117E-01  1.7334104E-08
  7.9845637E-08  1.0971427E+00  3.7543844E+00  2.5591975E+00  4.2803476E+00  3.9873492E+01  4.2808538E+00  2.5597209E+00  3.7536265E+00  1.0971431E+00  7.9847902E-08
  3.3169365E-08  1.7234423E+00  4.3403442E+00  3.1455197E+00  4.8225793E+00  4.3417973E+01  4.8230955E+00  3.1460525E+00  4.3395777E+00  1.7234430E+00  3.3173952E-08
