PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  2.7595401E-08  1.0326337E-02  2.8053518E+00  2.0293750E+00  2.8743470E+00  4.4968349E+01  2.8745971E+00  2.0296438E+00  2.8051199E+00  1.0326344E-02  2.7596029E-08
  5.4044249E-08  6.1757649E-01  3.3686698E+00  2.5605311E+00  3.3678747E+00  4.8002811E+01  3.3681303E+00  2.5608041E+00  3.3684356E+00  6.1757686E-01  5.4044269E-08
  3.2497661E-08  1.2922791E+00  3.9977752E+00  3.1851200E+00  3.9580057E+00  5.1890636E+01  3.9582685E+00  3.1853993E+00  3.9975389E+00  1.2922798E+00  3.2491772E-08
  5.8266429E-08  2.0343806E+00  4.6958976E+00  3.8936235E+00  4.6452352E+00  5.6514780E+01  4.6455050E+00  3.8939074E+00  4.6956596E+00  2.0343817E+00  5.8263665E-08
  5.6520362E-08  2.8507473E+00  5.4707668E+00  4.6743600E+00  5.4092916E+00  6.1949467E+01  5.4095700E+00  4.6746526E+00  5.4705270E+00  2.8507487E+00  5.6521588E-08
  1.1736937E-07  3.7493915E+00  6.3335211E+00  5.5358141E+00  6.2706845E+00  6.8335539E+01  6.2709751E+00  5.5361115E+00  6.3332798E+00  3.7493930E+00  1.1736539E-07
  1.2805049E-07  4.7371174E+00  7.2954500E+00  6.4885100E+00  7.2272122E+00  7.5847396E+01  7.2275111E+00  6.4888158E+00  7.2952060E+00  4.7371193E+00  1.2805652E-07
  1.6152528E-07  5.8225123E+00  8.3535039E+00  7.5406022E+00  8.2847845E+00  8.4718351E+01  8.2850876E+00  7.5409127E+00  8.3532583E+00  5.8225144E+00  1.6152519E-07
  1.5042074E-07  7.0170070E+00  9.5188856E+00  8.6982470E+00  9.4497490E+00  9.5404727E+01  9.4500558E+00  8.6985617E+00  9.5186375E+00  7.0170091E+00  1.5041283E-07
  2.4004159E-07  8.3345599E+00  1.0801196E+01  9.9731144E+00  1.0740221E+01  1.0853018E+02  1.0740533E+01  9.9734371E+00  1.0800946E+01  8.3345625E+00  2.4003657E-07
  1.2779644E-07  9.7918950E+00  1.2225552E+01  1.1387254E+01  1.2165922E+01  1.2502131E+02  1.2166239E+01  1.1387580E+01  1.2225296E+01  9.7918974E+00  1.2779995E-07
  1.3367875E-07  1.1396590E+01  1.3797727E+01  1.2943976E+01  1.3736654E+01  1.4604015E+02  1.3736974E+01  1.2944306E+01  1.3797468E+01  1.1396593E+01  1.3368051E-07
  2.6573953E-08  1.0635244E-02  2.6856341E+00  1.9688923E+00  2.7245797E+00  4.2343676E+01  2.7248543E+00  1.9691844E+00  2.6853852E+00  1.0635248E-02  2.6576390E-08
  4.4327665E-08  5.8584863E-01  3.2198542E+00  2.4734516E+00  3.1942709E+00  4.5218422E+01  3.1945486E+00  2.4737483E+00  3.2196029E+00  5.8584902E-01  4.4330400E-08
  7.0640269E-08  1.2250678E+00  3.8158887E+00  3.0608231E+00  3.7504913E+00  4.8894718E+01  3.7507767E+00  3.0611267E+00  3.8156353E+00  1.2250685E+00  7.0645629E-08
