PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  1.7313581E-08  7.1605698E-02  3.7543051E+00  3.2295485E+00  3.7553044E+00  4.0751784E+01  3.7555591E+00  3.2298227E+00  3.7540519E+00  7.1605696E-02  1.7315037E-08
  5.4612668E-08  6.6717629E-01  4.3002126E+00  3.7416824E+00  4.2286769E+00  4.3827351E+01  4.2289370E+00  3.7419607E+00  4.2999574E+00  6.6717664E-01  5.4612300E-08
  2.3526863E-08  1.3305953E+00  4.9123479E+00  4.3482775E+00  4.7998082E+00  4.7766172E+01  4.8000753E+00  4.3485619E+00  4.9120905E+00  1.3305960E+00  2.3520567E-08
  9.9968934E-08  2.0616904E+00  5.5938879E+00  5.0394880E+00  5.4690801E+00  5.2444734E+01  5.4693542E+00  5.0397768E+00  5.5936288E+00  2.0616915E+00  9.9965028E-08
  6.8147166E-08  2.8673435E+00  6.3525927E+00  5.8032438E+00  6.2156453E+00  5.7933864E+01  6.2159281E+00  5.8035418E+00  6.3523322E+00  2.8673449E+00  6.8148881E-08
  9.9168671E-08  3.7555884E+00  7.1996857E+00  6.6480582E+00  7.0602991E+00  6.4371209E+01  7.0605940E+00  6.6483603E+00  7.1994238E+00  3.7555898E+00  9.9164670E-08
  1.1208645E-07  4.7332022E+00  8.1465220E+00  7.5845038E+00  8.0006127E+00  7.1927404E+01  8.0009155E+00  7.5848144E+00  8.1462578E+00  4.7332040E+00  1.1209189E-07
  1.0112234E-07  5.8087682E+00  9.1897943E+00  8.6207195E+00  9.0424291E+00  8.0831865E+01  9.0427360E+00  8.6210345E+00  9.1895287E+00  5.8087703E+00  1.0112165E-07
  1.3381247E-07  6.9937125E+00  1.0340691E+01  9.7627386E+00  1.0191976E+01  9.1540052E+01  1.0192287E+01  9.7630578E+00  1.0340423E+01  6.9937147E+00  1.3380479E-07
  2.6352788E-07  8.3020818E+00  1.1608806E+01  1.1022268E+01  1.1467543E+01  1.0467703E+02  1.1467859E+01  1.1022595E+01  1.1608536E+01  8.3020848E+00  2.6352287E-07
  1.8949184E-07  9.7505928E+00  1.3019426E+01  1.2421461E+01  1.2878688E+01  1.2117510E+02  1.2879008E+01  1.2421791E+01  1.3019150E+01  9.7505956E+00  1.8949492E-07
  8.2451042E-08  1.1346760E+01  1.4578219E+01  1.3963470E+01  1.4435194E+01  1.4220509E+02  1.4435519E+01  1.3963805E+01  1.4577941E+01  1.1346763E+01  8.2451753E-08
  1.3608314E-08  6.9861212E-02  3.5900906E+00  3.1245604E+00  3.5410483E+00  3.8400033E+01  3.5413277E+00  3.1248580E+00  3.5898196E+00  6.9861214E-02  1.3609901E-08
  3.2256551E-08  6.3427155E-01  4.1080522E+00  3.6109600E+00  3.9923951E+00  4.1318581E+01  3.9926773E+00  3.6112620E+00  4.1077792E+00  6.3427193E-01  3.2259660E-08
  4.6012935E-08  1.2630725E+00  4.6882411E+00  4.1810424E+00  4.5312502E+00  4.5047583E+01  4.5315398E+00  4.1813510E+00  4.6879660E+00  1.2630732E+00  4.6017099E-08
