PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  1.8793154E-08  3.3855650E-01  3.5279629E+00  3.6623491E+00  2.8230015E+00  3.6036702E+01  2.8234230E+00  3.6627947E+00  3.5273476E+00  3.3855648E-01  1.8795261E-08
  5.3959439E-08  9.1233786E-01  4.0533596E+00  4.1438577E+00  3.2863358E+00  3.8830723E+01  3.2867653E+00  4.1443100E+00  4.0527368E+00  9.1233812E-01  5.3959571E-08
  4.3596189E-08  1.5538040E+00  4.6447871E+00  4.7201383E+00  3.8472841E+00  4.2473440E+01  3.8477232E+00  4.7205993E+00  4.6441568E+00  1.5538047E+00  4.3590988E-08
  9.7624170E-08  2.2626966E+00  5.3053705E+00  5.3811545E+00  4.5061599E+00  4.6838402E+01  4.5066084E+00  5.3816225E+00  5.3047333E+00  2.2626976E+00  9.7619752E-08
  6.8815020E-08  3.0458758E+00  6.0428580E+00  6.1146192E+00  5.2418327E+00  5.1994942E+01  5.2422926E+00  6.1150989E+00  6.0422138E+00  3.0458772E+00  6.8817119E-08
  8.5620878E-08  3.9113569E+00  6.8684871E+00  6.9290238E+00  6.0752160E+00  5.8079339E+01  6.0756905E+00  6.9295105E+00  6.8678365E+00  3.9113583E+00  8.5617103E-08
  1.0539765E-07  4.8658779E+00  7.7936203E+00  7.8349317E+00  7.0037626E+00  6.5260611E+01  7.0042475E+00  7.8354294E+00  7.7929617E+00  4.8658796E+00  1.0540341E-07
  1.3661301E-07  5.9179939E+00  8.8148053E+00  8.8404420E+00  8.0332700E+00  7.3766520E+01  8.0337616E+00  8.8409466E+00  8.8141398E+00  5.9179960E+00  1.3661101E-07
  1.2109824E-07  7.0791041E+00  9.9432025E+00  9.9515009E+00  9.1698974E+00  8.4052274E+01  9.1703955E+00  9.9520125E+00  9.9425296E+00  7.0791062E+00  1.2109215E-07
  2.3595887E-07  8.3632725E+00  1.1188380E+01  1.1179803E+01  1.0432004E+01  9.6743848E+01  1.0432509E+01  1.1180325E+01  1.1187700E+01  8.3632753E+00  2.3595596E-07
  1.0849916E-07  9.7871891E+00  1.2575683E+01  1.2547524E+01  1.1829056E+01  1.1277630E+02  1.1829569E+01  1.2548052E+01  1.2574991E+01  9.7871919E+00  1.0850256E-07
  2.7282589E-07  1.1358319E+01  1.4110712E+01  1.4057715E+01  1.3370821E+01  1.3332497E+02  1.3371339E+01  1.4058249E+01  1.4110012E+01  1.1358321E+01  2.7282848E-07
  2.6807384E-08  3.2815729E-01  3.3638409E+00  3.4541452E+00  2.7269075E+00  3.4112733E+01  2.7273681E+00  3.4546293E+00  3.3631756E+00  3.2815730E-01  2.6808800E-08
  7.2338494E-08  8.7297761E-01  3.8636965E+00  3.9138628E+00  3.1689801E+00  3.6777833E+01  3.1694465E+00  3.9143543E+00  3.8630232E+00  8.7297797E-01  7.2341477E-08
  4.5212297E-08  1.4820678E+00  4.4256134E+00  4.4575036E+00  3.6984235E+00  4.0241165E+01  3.6989003E+00  4.4580046E+00  4.4249322E+00  1.4820686E+00  4.5217654E-08
