             1             1
             2            -1
             3             1
             4             1
             5             1
             6             1
             7             1
             8            -1
             9            -1
            10            -3
            11            -4
            12            -5
            13            -6
            14            -7
            15             1
            16             1
            17             1
            18             1
            19           -15
            20           -16
            21           -17
            22           -18
            23             1
            24           -23
            25             1
            26           -25
            27             1
            28           -27
29.04             1
29.05             1
29.07             1
29.08             1
            30           -29
31.16             1
31.17             1
31.22             1
31.23             1
31.25             1
31.26             1
            32             1
            33           -32
            34             1
            35           -34
            36             1
            37           -36
38.10             1
38.11             1
38.19             1
38.20             1
            39           -38
            40             1
            41             1
            42             1
            43             1
            44             1
            45             1
            46             1
            47             1
            48             1
            49             1
            50             1
            51             1
            52             1
            53             1
            54             1
            55             1
            56             1
            57             1
            58             1
            59             1
            60           -48
            61           -49
            62           -50
            63           -51
            64           -52
            65           -53
            66           -54
            67           -55
            68           -56
            69           -57
            70           -58
            71           -59
            72             1
            73           -72
74.04             1
74.05             1
74.07             1
74.08             1
            75           -74
76.04             1
76.05             1
76.07             1
76.08             1
77.16             1
77.17             1
77.22             1
77.23             1
77.25             1
77.26             1
78.14             1
78.16             1
78.17             1
78.22             1
78.23             1
78.25             1
78.26             1
79.04             1
79.05             1
79.07             1
79.08             1
            80             1
            81             1
            82             1
            83             1
            84           -79
            85           -48
            86           -48
