2000  220 
2000  260 
2000  300 
2000  340 
2000  380 
2000  420 
2000  460 
2000  500 
2000  540 
2000  580 
2000  620 
2000  660 
2000  840 
3000  330 
3000  390 
3000  450 
3000  510 
3000  570 
3000  630 
3000  690 
3000  750 
3000  810 
3000  870 
3000  930 
3000  990 
3000  1260 
4000  440 
4000  520 
4000  600 
4000  680 
4000  760 
4000  840 
4000  920 
4000  1000 
4000  1080 
4000  1160 
4000  1240 
4000  1320 
4000  1680 
5000  550 
5000  650 
5000  750 
5000  850 
5000  950 
5000  1050 
5000  1150 
5000  1250 
5000  1350 
5000  1450 
5000  1550 
5000  1650 
5000  2100 
6000  660 
6000  780 
6000  900 
6000  1020 
6000  1140 
6000  1260 
6000  1380 
6000  1500 
6000  1620 
6000  1740 
6000  1860 
6000  1980 
6000  2520 
7000  770 
7000  910 
7000  1050 
7000  1190 
7000  1330 
7000  1470 
7000  1610 
7000  1750 
7000  1890 
7000  2030 
7000  2170 
7000  2310 
7000  2940 
8000  880 
8000  1040 
8000  1200 
8000  1360 
8000  1520 
8000  1680 
8000  1840 
8000  2000 
8000  2160 
8000  2320 
8000  2480 
8000  2640 
8000  3360 
9000  990 
9000  1170 
9000  1350 
9000  1530 
9000  1710 
9000  1890 
9000  2070 
9000  2250 
9000  2430 
9000  2610 
9000  2790 
9000  2970 
9000  3780 
10000  1100 
10000  1300 
10000  1500 
10000  1700 
10000  1900 
10000  2100 
10000  2300 
10000  2500 
10000  2700 
10000  2900 
10000  3100 
10000  3300 
10000  4200 
8600  2150 
8400  1900 
8400  2000 
8400  2100 
8400  2200 
8400  2300 
7800  2100 
8100  2100 
8700  2100 
9000  2100 
8000  3000 
8000  1000 
6000  2900 
6000  2000 
6000  1000 
5000  2000 
5000  1000 
4000  2000 
4000  500 
3000  1000 
3000  500 
2000  1000 
2000  750 
