PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  3.1068856E-08  1.5047893E-01  3.5304945E+00  2.5435367E+00  2.8816926E+00  3.8870728E+01  2.8820544E+00  2.5439123E+00  3.5300009E+00  1.5047892E-01  3.1069936E-08
  4.0169580E-08  7.3758141E-01  4.0689112E+00  3.0503868E+00  3.3590331E+00  4.1738261E+01  3.3594021E+00  3.0507682E+00  4.0684123E+00  7.3758172E-01  4.0168938E-08
  4.2545109E-08  1.3923363E+00  4.6734178E+00  3.6509014E+00  3.9330123E+00  4.5452938E+01  3.9333897E+00  3.6512902E+00  4.6729132E+00  1.3923370E+00  4.2541051E-08
  7.1156912E-08  2.1146911E+00  5.3472300E+00  4.3355849E+00  4.6041278E+00  4.9899373E+01  4.6045137E+00  4.3359796E+00  5.3467207E+00  2.1146921E+00  7.1152880E-08
  7.3748703E-08  2.9114963E+00  6.0980556E+00  5.0927886E+00  5.3521732E+00  5.5153018E+01  5.3525691E+00  5.0931935E+00  6.0975412E+00  2.9114976E+00  7.3750355E-08
  8.8919781E-08  3.7907500E+00  6.9370052E+00  5.9309773E+00  6.1976111E+00  6.1355896E+01  6.1980203E+00  5.9313880E+00  6.9364864E+00  3.7907515E+00  8.8915555E-08
  1.0876651E-07  4.7592500E+00  7.8753449E+00  6.8606535E+00  7.1382620E+00  6.8683629E+01  7.1386810E+00  6.8610741E+00  7.8748204E+00  4.7592518E+00  1.0877131E-07
  1.3807027E-07  5.8255756E+00  8.9100472E+00  7.8899619E+00  8.1800382E+00  7.7370763E+01  8.1804629E+00  7.8903886E+00  8.9095182E+00  5.8255777E+00  1.3807054E-07
  8.4626803E-08  7.0011498E+00  1.0052303E+01  9.0250613E+00  9.3292963E+00  8.7874378E+01  9.3297262E+00  9.0254938E+00  1.0051768E+01  7.0011520E+00  8.4619642E-08
  2.9506548E-07  8.2999164E+00  1.1311709E+01  1.0277611E+01  1.0604128E+01  1.0081865E+02  1.0604565E+01  1.0278053E+01  1.1311169E+01  8.2999192E+00  2.9506006E-07
  1.3217656E-07  9.7385910E+00  1.2713347E+01  1.1669634E+01  1.2014269E+01  1.1712998E+02  1.2014711E+01  1.1670080E+01  1.2712797E+01  9.7385937E+00  1.3217767E-07
  1.4069252E-07  1.1324763E+01  1.4263001E+01  1.3204461E+01  1.3569528E+01  1.3796994E+02  1.3569976E+01  1.3204912E+01  1.4262446E+01  1.1324766E+01  1.4069645E-07
  2.8380942E-08  1.4603644E-01  3.3604513E+00  2.4319721E+00  2.7663674E+00  3.6730500E+01  2.7667639E+00  2.4323809E+00  3.3599185E+00  1.4603644E-01  2.8381782E-08
  6.9538685E-08  7.0317795E-01  3.8723102E+00  2.9150072E+00  3.2214067E+00  3.9465001E+01  3.2218079E+00  2.9154219E+00  3.8717715E+00  7.0317833E-01  6.9541149E-08
  2.4296961E-08  1.3245342E+00  4.4462852E+00  3.4810984E+00  3.7630473E+00  4.2996607E+01  3.7634579E+00  3.4815214E+00  4.4457409E+00  1.3245350E+00  2.4301836E-08
