PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7874388E+00 1.9429053E+00 2.1193749E+00 2.3204100E+00 2.5502945E+00 2.8142025E+00 3.1184123E+00 3.4705775E+00 3.8800752E+00 4.3584516E+00 4.9200000E+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  2.1913775E-08  2.7062919E-01  3.3460973E+00  3.5345682E+00  2.6520484E+00  4.8153542E+01  2.6524616E+00  3.5349959E+00  3.3454732E+00  2.7062916E-01  2.1914815E-08
  4.0300018E-08  8.9423806E-01  3.9239955E+00  4.0705131E+00  3.1696315E+00  5.1511465E+01  3.1700526E+00  4.0709472E+00  3.9233641E+00  8.9423834E-01  4.0299538E-08
  4.4732597E-08  1.5856666E+00  4.5681200E+00  4.7001577E+00  3.7836775E+00  5.5737823E+01  3.7841077E+00  4.7006001E+00  4.5674814E+00  1.5856673E+00  4.4727290E-08
  5.0999520E-08  2.3449636E+00  5.2817557E+00  5.4142006E+00  4.4947814E+00  6.0719784E+01  4.4952206E+00  5.4146495E+00  5.2811102E+00  2.3449646E+00  5.0995070E-08
  4.8470178E-08  3.1790125E+00  6.0726358E+00  6.2012145E+00  5.2830565E+00  6.6533856E+01  5.2835066E+00  6.2016745E+00  6.0719836E+00  3.1790138E+00  4.8472704E-08
  1.2516860E-07  4.0958396E+00  6.9518685E+00  7.0696820E+00  6.1688641E+00  7.3323012E+01  6.1693283E+00  7.0701487E+00  6.9512098E+00  4.0958410E+00  1.2516453E-07
  8.7310114E-08  5.1022916E+00  7.9307232E+00  8.0301089E+00  7.1501698E+00  8.1264100E+01  7.1506442E+00  8.0305859E+00  7.9300570E+00  5.1022934E+00  8.7315952E-08
  1.1245828E-07  6.2069840E+00  9.0063330E+00  9.0906753E+00  8.2329515E+00  9.0592940E+01  8.2334320E+00  9.0911590E+00  9.0056600E+00  6.2069861E+00  1.1245774E-07
  1.1616518E-07  7.4213745E+00  1.0189927E+01  1.0257625E+01  9.4236548E+00  1.0176646E+02  9.4241416E+00  1.0258115E+01  1.0189247E+01  7.4213766E+00  1.1615738E-07
  2.6961625E-07  8.7593926E+00  1.1491136E+01  1.1542622E+01  1.0740315E+01  1.1540745E+02  1.0740810E+01  1.1543122E+01  1.1490449E+01  8.7593953E+00  2.6961116E-07
  9.4130790E-08  1.0237788E+01  1.2934988E+01  1.2967662E+01  1.2192777E+01  1.3243905E+02  1.2193278E+01  1.2968168E+01  1.2934290E+01  1.0237791E+01  9.4135638E-08
  2.3333918E-07  1.1864204E+01  1.4527342E+01  1.4536170E+01  1.3790880E+01  1.5401768E+02  1.3791387E+01  1.4536681E+01  1.4526636E+01  1.1864207E+01  2.3333912E-07
  9.3077791E-09  2.6238878E-01  3.1968984E+00  3.3468250E+00  2.5548303E+00  4.5160637E+01  2.5552823E+00  3.3472900E+00  3.1962236E+00  2.6238878E-01  9.3093589E-09
  3.1425267E-08  8.5196782E-01  3.7439592E+00  3.8553150E+00  3.0459757E+00  4.8330280E+01  3.0464334E+00  3.8557872E+00  3.7432768E+00  8.5196819E-01  3.1427710E-08
  4.3980342E-08  1.5058653E+00  4.3532164E+00  4.4469018E+00  3.6235469E+00  5.2314238E+01  3.6240144E+00  4.4473827E+00  4.3525262E+00  1.5058660E+00  4.3984553E-08
