             1             1
             2            -1
             3             1
             4             1
             5            -1
             6            -1
             7            -3
             8            -4
             9             1
            10             1
            11            -9
            12           -10
            13             1
            14           -13
15.04             1
15.05             1
15.07             1
15.08             1
            16           -15
17.04             1
17.05             1
17.07             1
17.08             1
            18           -17
            19             1
            20             1
            21             1
            22             1
            23             1
            24             1
            25             1
            26             1
            27             1
            28             1
            29             1
            30           -23
            31           -24
            32           -25
            33           -26
            34           -27
            35           -28
            36           -29
37.04             1
37.05             1
37.07             1
37.08             1
            38           -37
39.14             1
39.16             1
39.17             1
39.22             1
39.23             1
39.25             1
39.26             1
40.04             1
40.05             1
40.07             1
40.08             1
            41             1
            42             1
43.14             1
43.16             1
43.17             1
43.23             1
43.25             1
43.26             1
            44           -40
            45           -43
            46           -23
            47           -29
            48           -23
            49           -29
