PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7793910E+00 1.9247333E+00 2.0884973E+00 2.2736105E+00 2.4835549E+00 2.7224883E+00 2.9953961E+00 3.3082803E+00 3.6683991E+00 4.0845679E+00 4.5675444E+00 5.1305183E+00 5.7897417E+00 6.5653430E+00 7.4823834E+00 8.5722375E+00 9.8744066E+00 1.1438917E+01 1.3329511E+01 1.5627920E+01 1.8439624E+01 2.1901684E+01 2.6193436E+01 3.1551251E+01 3.8289017E+01 4.6826828E+01 5.7731479E+01 7.1774137E+01 9.0013188E+01 1.1391437E+02 1.4552664E+02 1.8774214E+02 2.4468456E+02 3.2229530E+02 4.2922806E+02 5.7822978E+02 7.8829760E+02 1.0880891E+03 1.5213834E+03 2.1559410E+03 3.0980758E+03 4.5169627E+03 6.6857830E+03 1.0052440E+04 1.5363022E+04 2.3880935E+04 3.7782467E+04 6.0883588E+04 1.0000000E+05 
-4 -3 -2 -1 21 1 2 3 4 
  1.8342940E-01  3.5355241E+00  2.0724622E+00  2.9726538E+00  3.9792381E+01  2.9730149E+00  2.0728376E+00  3.5350422E+00  1.8342938E-01
  7.3641522E-01  4.0437808E+00  2.5579415E+00  3.4257120E+00  4.2417383E+01  3.4260795E+00  2.5583222E+00  4.0432944E+00  7.3641550E-01
  1.3496392E+00  4.6110832E+00  3.1227933E+00  3.9600669E+00  4.5771197E+01  3.9604412E+00  3.1231807E+00  4.6105925E+00  1.3496399E+00
  2.0225126E+00  5.2388265E+00  3.7658099E+00  4.5836898E+00  4.9762493E+01  4.5840724E+00  3.7662023E+00  5.2383315E+00  2.0225135E+00
  2.7603234E+00  5.9341350E+00  4.4716570E+00  5.2755999E+00  5.4443970E+01  5.2759917E+00  4.4720589E+00  5.9336363E+00  2.7603246E+00
  3.5701470E+00  6.7048610E+00  5.2490817E+00  6.0495651E+00  5.9940994E+01  6.0499690E+00  5.2494887E+00  6.7043614E+00  3.5701486E+00
  4.4573744E+00  7.5622927E+00  6.1028676E+00  6.9071020E+00  6.6398065E+01  6.9075148E+00  6.1032835E+00  7.5617858E+00  4.4573763E+00
  5.4291356E+00  8.5051180E+00  7.0458670E+00  7.8551648E+00  7.4007108E+01  7.8555822E+00  7.0462879E+00  8.5046069E+00  5.4291376E+00
  6.4936710E+00  9.5393987E+00  8.0788437E+00  8.8946426E+00  8.3079760E+01  8.8950655E+00  8.0792700E+00  9.5388834E+00  6.4936732E+00
  7.6609154E+00  1.0674479E+01  9.2109966E+00  1.0038463E+01  9.4049232E+01  1.0038892E+01  9.2114279E+00  1.0673959E+01  7.6609181E+00
  8.9471554E+00  1.1922453E+01  1.0458518E+01  1.1298131E+01  1.0763488E+02  1.1298565E+01  1.0458957E+01  1.1921926E+01  8.9471581E+00
  1.0360279E+01  1.3303088E+01  1.1831413E+01  1.2682794E+01  1.2463452E+02  1.2683233E+01  1.1831858E+01  1.3302556E+01  1.0360281E+01
  1.1911205E+01  1.4823585E+01  1.3341987E+01  1.4207268E+01  1.4611420E+02  1.4207712E+01  1.3342439E+01  1.4823048E+01  1.1911208E+01
  1.3618760E+01  1.6507302E+01  1.5013277E+01  1.5894913E+01  1.7292287E+02  1.5895362E+01  1.5013732E+01  1.6506759E+01  1.3618763E+01
  1.5500462E+01  1.8369343E+01  1.6857438E+01  1.7758180E+01  2.0569583E+02  1.7758636E+01  1.6857901E+01  1.8368797E+01  1.5500466E+01
  1.7572600E+01  2.0428216E+01  1.8898051E+01  1.9820906E+01  2.4538544E+02  1.9821368E+01  1.8898519E+01  2.0427666E+01  1.7572602E+01
  1.9856658E+01  2.2699157E+01  2.1147317E+01  2.2095659E+01  2.9293851E+02  2.2096126E+01  2.1147790E+01  2.2698603E+01  1.9856662E+01
  2.2384616E+01  2.5214138E+01  2.3636627E+01  2.4614410E+01  3.4936178E+02  2.4614881E+01  2.3637105E+01  2.5213579E+01  2.2384620E+01
  2.5171160E+01  2.7987838E+01  2.6380464E+01  2.7391840E+01  4.1681537E+02  2.7392316E+01  2.6380948E+01  2.7987275E+01  2.5171164E+01
  2.8253094E+01  3.1057055E+01  2.9414961E+01  3.0464749E+01  4.9641410E+02  3.0465231E+01  2.9415450E+01  3.1056488E+01  2.8253098E+01
  3.1659982E+01  3.4451350E+01  3.2769187E+01  3.3862699E+01  5.8983142E+02  3.3863186E+01  3.2769680E+01  3.4450778E+01  3.1659986E+01
  3.5432194E+01  3.8211087E+01  3.6494069E+01  3.7626058E+01  6.9835851E+02  3.7626550E+01  3.6494572E+01  3.8210512E+01  3.5432199E+01
