PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7793910E+00 1.9247333E+00 2.0884973E+00 2.2736105E+00 2.4835549E+00 2.7224883E+00 2.9953961E+00 3.3082803E+00 3.6683991E+00 4.0845679E+00 4.5675444E+00 5.1305183E+00 5.7897417E+00 6.5653430E+00 7.4823834E+00 8.5722375E+00 9.8744066E+00 1.1438917E+01 1.3329511E+01 1.5627920E+01 1.8439624E+01 2.1901684E+01 2.6193436E+01 3.1551251E+01 3.8289017E+01 4.6826828E+01 5.7731479E+01 7.1774137E+01 9.0013188E+01 1.1391437E+02 1.4552664E+02 1.8774214E+02 2.4468456E+02 3.2229530E+02 4.2922806E+02 5.7822978E+02 7.8829760E+02 1.0880891E+03 1.5213834E+03 2.1559410E+03 3.0980758E+03 4.5169627E+03 6.6857830E+03 1.0052440E+04 1.5363022E+04 2.3880935E+04 3.7782467E+04 6.0883588E+04 1.0000000E+05 
-4 -3 -2 -1 21 1 2 3 4 
  7.5209947E-02  3.2180318E+00  3.6099456E+00  2.4444802E+00  3.6739776E+01  2.4447836E+00  3.6102682E+00  3.2175787E+00  7.5209932E-02
  6.1855198E-01  3.7229726E+00  4.0798787E+00  2.9034227E+00  3.9182397E+01  2.9037316E+00  4.0802060E+00  3.7225146E+00  6.1855225E-01
  1.2216805E+00  4.2866175E+00  4.6267681E+00  3.4407229E+00  4.2298380E+01  3.4410381E+00  4.6271019E+00  4.2861546E+00  1.2216811E+00
  1.8845622E+00  4.9106905E+00  5.2500222E+00  4.0639283E+00  4.6026284E+01  4.0642509E+00  5.2503606E+00  4.9102229E+00  1.8845630E+00
  2.6124206E+00  5.6020416E+00  5.9365980E+00  4.7550098E+00  5.0436562E+01  4.7553407E+00  5.9369453E+00  5.6015699E+00  2.6124217E+00
  3.4121579E+00  6.3682617E+00  6.6948676E+00  5.5267965E+00  5.5669217E+01  5.5271385E+00  6.6952196E+00  6.3677881E+00  3.4121593E+00
  4.2892638E+00  7.2200621E+00  7.5297736E+00  6.3813512E+00  6.1886472E+01  6.3817010E+00  7.5301339E+00  7.2195810E+00  4.2892655E+00
  5.2508780E+00  8.1571094E+00  8.4535135E+00  7.3256601E+00  6.9298605E+01  7.3260143E+00  8.4538788E+00  8.1566236E+00  5.2508798E+00
  6.3052427E+00  9.1857174E+00  9.4677020E+00  8.3614589E+00  7.8228069E+01  8.3618178E+00  9.4680719E+00  9.1852269E+00  6.3052446E+00
  7.4622482E+00  1.0315254E+01  1.0581570E+01  9.5012905E+00  8.9112767E+01  9.5016550E+00  1.0581945E+01  1.0314759E+01  7.4622505E+00
  8.7374952E+00  1.1557611E+01  1.1810628E+01  1.0756523E+01  1.0265014E+02  1.0756893E+01  1.1811009E+01  1.1557108E+01  8.7374976E+00
  1.0139515E+01  1.2931834E+01  1.3165274E+01  1.2136807E+01  1.1961697E+02  1.2137181E+01  1.3165661E+01  1.2931326E+01  1.0139517E+01
  1.1679225E+01  1.4445552E+01  1.4657646E+01  1.3656510E+01  1.4103578E+02  1.3656889E+01  1.4658039E+01  1.4445038E+01  1.1679227E+01
  1.3375449E+01  1.6121599E+01  1.6310288E+01  1.5338472E+01  1.6774467E+02  1.5338856E+01  1.6310685E+01  1.6121080E+01  1.3375452E+01
  1.5245706E+01  1.7975360E+01  1.8135968E+01  1.7195727E+01  2.0040517E+02  1.7196118E+01  1.8136373E+01  1.7974836E+01  1.5245710E+01
  1.7306285E+01  2.0025088E+01  2.0157424E+01  1.9251250E+01  2.3996931E+02  1.9251645E+01  2.0157834E+01  2.0024559E+01  1.7306288E+01
  1.9578677E+01  2.2286741E+01  2.2387922E+01  2.1518637E+01  2.8740522E+02  2.1519036E+01  2.2388337E+01  2.2286208E+01  1.9578681E+01
  2.2094857E+01  2.4792289E+01  2.4858912E+01  2.4029856E+01  3.4370733E+02  2.4030259E+01  2.4859331E+01  2.4791750E+01  2.2094861E+01
  2.4869527E+01  2.7556427E+01  2.7584911E+01  2.6799608E+01  4.1098782E+02  2.6800017E+01  2.7585336E+01  2.7555885E+01  2.4869530E+01
  2.7939490E+01  3.0615958E+01  3.0602125E+01  2.9864696E+01  4.9037698E+02  2.9865110E+01  3.0602555E+01  3.0615411E+01  2.7939495E+01
  3.1334331E+01  3.4000458E+01  3.3939693E+01  3.3254699E+01  5.8358546E+02  3.3255117E+01  3.3940127E+01  3.3999905E+01  3.1334334E+01
  3.5094417E+01  3.7750293E+01  3.7647329E+01  3.7009986E+01  6.9190489E+02  3.7010409E+01  3.7647773E+01  3.7749735E+01  3.5094422E+01
