PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7793910E+00 1.9247333E+00 2.0884973E+00 2.2736105E+00 2.4835549E+00 2.7224883E+00 2.9953961E+00 3.3082803E+00 3.6683991E+00 4.0845679E+00 4.5675444E+00 5.1305183E+00 5.7897417E+00 6.5653430E+00 7.4823834E+00 8.5722375E+00 9.8744066E+00 1.1438917E+01 1.3329511E+01 1.5627920E+01 1.8439624E+01 2.1901684E+01 2.6193436E+01 3.1551251E+01 3.8289017E+01 4.6826828E+01 5.7731479E+01 7.1774137E+01 9.0013188E+01 1.1391437E+02 1.4552664E+02 1.8774214E+02 2.4468456E+02 3.2229530E+02 4.2922806E+02 5.7822978E+02 7.8829760E+02 1.0880891E+03 1.5213834E+03 2.1559410E+03 3.0980758E+03 4.5169627E+03 6.6857830E+03 1.0052440E+04 1.5363022E+04 2.3880935E+04 3.7782467E+04 6.0883588E+04 1.0000000E+05 
-4 -3 -2 -1 21 1 2 3 4 
  2.7083359E-01  2.3665954E+00  1.5127824E+00  1.7540156E+00  4.3429395E+01  1.7542528E+00  1.5130392E+00  2.3664216E+00  2.7083354E-01
  8.3254822E-01  2.8996633E+00  2.0278424E+00  2.2528847E+00  4.5792067E+01  2.2531266E+00  2.0281034E+00  2.8994880E+00  8.3254848E-01
  1.4528283E+00  3.4904855E+00  2.6143225E+00  2.8243389E+00  4.8735832E+01  2.8245858E+00  2.6145886E+00  3.4903090E+00  1.4528290E+00
  2.1327083E+00  4.1414248E+00  3.2728414E+00  3.4751438E+00  5.2254093E+01  3.4753969E+00  3.2731114E+00  4.1412469E+00  2.1327092E+00
  2.8773095E+00  4.8588320E+00  3.9947188E+00  4.1928463E+00  5.6449291E+01  4.1931062E+00  3.9949961E+00  4.8586528E+00  2.8773108E+00
  3.6932236E+00  5.6498187E+00  4.7876635E+00  4.9885190E+00  6.1487555E+01  4.9887874E+00  4.7879450E+00  5.6496402E+00  3.6932251E+00
  4.5861395E+00  6.5240210E+00  5.6569563E+00  5.8652612E+00  6.7563061E+01  5.8655360E+00  5.6572445E+00  6.5238386E+00  4.5861414E+00
  5.5632267E+00  7.4829595E+00  6.6135940E+00  6.8301267E+00  7.4919230E+01  6.8304051E+00  6.6138861E+00  7.4827756E+00  5.5632288E+00
  6.6327368E+00  8.5334284E+00  7.6608239E+00  7.8864514E+00  8.3897477E+01  7.8867339E+00  7.6611205E+00  8.5332433E+00  6.6327389E+00
  7.8044841E+00  9.6848476E+00  8.8079667E+00  9.0460540E+00  9.4943139E+01  9.0463410E+00  8.8082673E+00  9.6846606E+00  7.8044866E+00
  9.0927772E+00  1.0948722E+01  1.0069266E+01  1.0320045E+01  1.0871094E+02  1.0320337E+01  1.0069572E+01  1.0948531E+01  9.0927799E+00
  1.0507364E+01  1.2342745E+01  1.1455885E+01  1.1719019E+01  1.2593665E+02  1.1719314E+01  1.1456196E+01  1.2342553E+01  1.0507366E+01
  1.2059148E+01  1.3875338E+01  1.2979655E+01  1.3256488E+01  1.4755926E+02  1.3256787E+01  1.2979971E+01  1.3875143E+01  1.2059151E+01
  1.3766956E+01  1.5568356E+01  1.4662217E+01  1.4954313E+01  1.7439522E+02  1.4954617E+01  1.4662536E+01  1.5568159E+01  1.3766959E+01
  1.5648297E+01  1.7437697E+01  1.6517493E+01  1.6826618E+01  2.0715411E+02  1.6826926E+01  1.6517819E+01  1.7437498E+01  1.5648301E+01
  1.7719449E+01  1.9501121E+01  1.8566637E+01  1.8894730E+01  2.4678583E+02  1.8895043E+01  1.8566967E+01  1.9500920E+01  1.7719453E+01
  2.0001892E+01  2.1775927E+01  2.0824917E+01  2.1174165E+01  2.9429723E+02  2.1174482E+01  2.0825251E+01  2.1775726E+01  2.0001896E+01
  2.2527617E+01  2.4294103E+01  2.3323928E+01  2.3696908E+01  3.5065878E+02  2.3697228E+01  2.3324267E+01  2.4293900E+01  2.2527620E+01
  2.5311280E+01  2.7070302E+01  2.6078193E+01  2.6477618E+01  4.1789005E+02  2.6477943E+01  2.6078537E+01  2.7070097E+01  2.5311284E+01
  2.8389700E+01  3.0141338E+01  2.9124079E+01  2.9553110E+01  4.9714958E+02  2.9553439E+01  2.9124427E+01  3.0141131E+01  2.8389705E+01
  3.1792435E+01  3.3536764E+01  3.2490810E+01  3.2952940E+01  5.9021630E+02  3.2953272E+01  3.2491161E+01  3.3536555E+01  3.1792439E+01
  3.5559867E+01  3.7296963E+01  3.6225833E+01  3.6717490E+01  6.9838184E+02  3.6717827E+01  3.6226193E+01  3.7296752E+01  3.5559871E+01
