PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7793910E+00 1.9247333E+00 2.0884973E+00 2.2736105E+00 2.4835549E+00 2.7224883E+00 2.9953961E+00 3.3082803E+00 3.6683991E+00 4.0845679E+00 4.5675444E+00 5.1305183E+00 5.7897417E+00 6.5653430E+00 7.4823834E+00 8.5722375E+00 9.8744066E+00 1.1438917E+01 1.3329511E+01 1.5627920E+01 1.8439624E+01 2.1901684E+01 2.6193436E+01 3.1551251E+01 3.8289017E+01 4.6826828E+01 5.7731479E+01 7.1774137E+01 9.0013188E+01 1.1391437E+02 1.4552664E+02 1.8774214E+02 2.4468456E+02 3.2229530E+02 4.2922806E+02 5.7822978E+02 7.8829760E+02 1.0880891E+03 1.5213834E+03 2.1559410E+03 3.0980758E+03 4.5169627E+03 6.6857830E+03 1.0052440E+04 1.5363022E+04 2.3880935E+04 3.7782467E+04 6.0883588E+04 1.0000000E+05 
-4 -3 -2 -1 21 1 2 3 4 
  2.7912636E-01  3.9338523E+00  2.7539551E+00  4.2055021E+00  4.3622893E+01  4.2057084E+00  2.7541793E+00  3.9335967E+00  2.7912633E-01
  8.5219405E-01  4.4574265E+00  3.2494889E+00  4.6537859E+00  4.6741565E+01  4.6539973E+00  3.2497170E+00  4.4571679E+00  8.5219430E-01
  1.4866601E+00  5.0409729E+00  3.8285447E+00  5.1880676E+00  5.0686274E+01  5.1882851E+00  3.8287787E+00  5.0407114E+00  1.4866608E+00
  2.1811945E+00  5.6854623E+00  4.4890768E+00  5.8169292E+00  5.5324901E+01  5.8171544E+00  4.4893146E+00  5.6851981E+00  2.1811953E+00
  2.9412023E+00  6.3984297E+00  5.2125933E+00  6.5153250E+00  6.0686097E+01  6.5155586E+00  5.2128403E+00  6.3981633E+00  2.9412034E+00
  3.7740265E+00  7.1881201E+00  6.0083762E+00  7.2983463E+00  6.6875447E+01  7.2985925E+00  6.0086271E+00  7.1878548E+00  3.7740279E+00
  4.6849488E+00  8.0666508E+00  6.8810036E+00  8.1667779E+00  7.4013335E+01  8.1670322E+00  6.8812630E+00  8.0663792E+00  4.6849506E+00
  5.6811125E+00  9.0313836E+00  7.8442528E+00  9.1275529E+00  8.2266643E+01  9.1278109E+00  7.8445164E+00  9.0311092E+00  5.6811144E+00
  6.7707832E+00  1.0088060E+01  8.8977257E+00  1.0180410E+01  9.1932334E+01  1.0180672E+01  8.8979930E+00  1.0087783E+01  6.7707852E+00
  7.9639826E+00  1.1246019E+01  1.0050593E+01  1.1338834E+01  1.0343741E+02  1.1339101E+01  1.0050864E+01  1.1245739E+01  7.9639852E+00
  9.2779743E+00  1.2517668E+01  1.1320008E+01  1.2614540E+01  1.1753175E+02  1.2614812E+01  1.1320286E+01  1.2517380E+01  9.2779767E+00
  1.0719780E+01  1.3923794E+01  1.2715451E+01  1.4016005E+01  1.3504262E+02  1.4016281E+01  1.2715733E+01  1.3923504E+01  1.0719782E+01
  1.2300347E+01  1.5471040E+01  1.4249472E+01  1.5558688E+01  1.5709621E+02  1.5558969E+01  1.4249762E+01  1.5470745E+01  1.2300350E+01
  1.4038528E+01  1.7183508E+01  1.5945808E+01  1.7266689E+01  1.8455681E+02  1.7266974E+01  1.5946099E+01  1.7183209E+01  1.4038531E+01
  1.5951866E+01  1.9075948E+01  1.7815786E+01  1.9151676E+01  2.1802344E+02  1.9151967E+01  1.7816086E+01  1.9075646E+01  1.5951870E+01
  1.8056669E+01  2.1167239E+01  1.9884168E+01  2.1238700E+01  2.5844860E+02  2.1238996E+01  1.9884471E+01  2.1166935E+01  1.8056672E+01
  2.0374441E+01  2.3471643E+01  2.2161697E+01  2.3538926E+01  3.0674939E+02  2.3539224E+01  2.2162005E+01  2.3471336E+01  2.0374444E+01
  2.2937190E+01  2.6021162E+01  2.4679702E+01  2.6084348E+01  3.6395042E+02  2.6084650E+01  2.4680013E+01  2.6020851E+01  2.2937194E+01
  2.5759594E+01  2.8830466E+01  2.7452624E+01  2.8889635E+01  4.3227643E+02  2.8889942E+01  2.7452940E+01  2.8830152E+01  2.5759598E+01
  2.8878476E+01  3.1936374E+01  3.0516514E+01  3.1991605E+01  5.1282133E+02  3.1991916E+01  3.0516833E+01  3.1936057E+01  2.8878481E+01
  3.2323390E+01  3.5368433E+01  3.3900345E+01  3.5419801E+01  6.0720580E+02  3.5420116E+01  3.3900668E+01  3.5368112E+01  3.2323394E+01
  3.6134729E+01  3.9167032E+01  3.7656751E+01  3.9214611E+01  7.1672104E+02  3.9214932E+01  3.7657086E+01  3.9166709E+01  3.6134734E+01
  4.0363305E+01  4.3382974E+01  4.1847569E+01  4.3426839E+01  8.4172913E+02  4.3427162E+01  4.1847907E+01  4.3382648E+01  4.0363310E+01
  4.5036060E+01  4.8043203E+01  4.6516993E+01  4.8083421E+01  9.8663977E+02  4.8083749E+01  4.6517339E+01  4.8042874E+01  4.5036063E+01
  5.0211419E+01  5.3206140E+01  5.1693485E+01  5.3242779E+01  1.1535804E+03  5.3243111E+01  5.1693834E+01  5.3205806E+01  5.0211425E+01
  5.5949131E+01  5.8931521E+01  5.7432272E+01  5.8964650E+01  1.3464209E+03  5.8964985E+01  5.7432625E+01  5.8931186E+01  5.5949136E+01
  6.2273153E+01  6.5243309E+01  6.3757316E+01  6.5272991E+01  1.5589332E+03  6.5273331E+01  6.3757676E+01  6.5242972E+01  6.2273160E+01
  6.9291966E+01  7.2249975E+01  7.0777097E+01  7.2276270E+01  1.8045920E+03  7.2276616E+01  7.0777464E+01  7.2249634E+01  6.9291972E+01
  7.7061147E+01  8.0007096E+01  7.8547197E+01  8.0030072E+01  2.0823661E+03  8.0030422E+01  7.8547566E+01  8.0006750E+01  7.7061151E+01
  8.5690273E+01  8.8624248E+01  8.7177191E+01  8.8643961E+01  2.3991865E+03  8.8644315E+01  8.7177564E+01  8.8623897E+01  8.5690277E+01
  9.5139960E+01  9.8062040E+01  9.6627697E+01  9.8078555E+01  2.7468430E+03  9.8078911E+01  9.6628073E+01  9.8061687E+01  9.5139965E+01
  1.0564432E+02  1.0855458E+02  1.0713283E+02  1.0856795E+02  3.1423624E+03  1.0856831E+02  1.0713320E+02  1.0855423E+02  1.0564433E+02
  1.1724060E+02  1.2013912E+02  1.1872983E+02  1.2014940E+02  3.5842315E+03  1.2014977E+02  1.1873021E+02  1.2013876E+02  1.1724061E+02
  1.3008163E+02  1.3296848E+02  1.3157151E+02  1.3297573E+02  4.0801228E+03  1.3297610E+02  1.3157190E+02  1.3296812E+02  1.3008164E+02
  1.4409302E+02  1.4696827E+02  1.4558352E+02  1.4697253E+02  4.6225505E+03  1.4697291E+02  1.4558392E+02  1.4696790E+02  1.4409303E+02
  1.5961693E+02  1.6248063E+02  1.6110800E+02  1.6248199E+02  5.2306056E+03  1.6248236E+02  1.6110839E+02  1.6248026E+02  1.5961694E+02
  1.7672246E+02  1.7957446E+02  1.7821406E+02  1.7957287E+02  5.9051935E+03  1.7957326E+02  1.7821447E+02  1.7957408E+02  1.7672247E+02
  1.9562099E+02  1.9846182E+02  1.9711305E+02  1.9845748E+02  6.6555721E+03  1.9845788E+02  1.9711346E+02  1.9846144E+02  1.9562099E+02
  2.1575024E+02  2.1857974E+02  2.1724273E+02  2.1857264E+02  7.4509282E+03  2.1857303E+02  2.1724314E+02  2.1857935E+02  2.1575025E+02
  2.3885489E+02  2.4167312E+02  2.4034777E+02  2.4166330E+02  8.3783392E+03  2.4166370E+02  2.4034818E+02  2.4167273E+02  2.3885490E+02
  2.6373593E+02  2.6654293E+02  2.6522913E+02  2.6653044E+02  9.3742440E+03  2.6653085E+02  2.6522955E+02  2.6654255E+02  2.6373594E+02
  2.9116227E+02  2.9395811E+02  2.9265575E+02  2.9394300E+02  1.0474483E+04  2.9394340E+02  2.9265618E+02  2.9395772E+02  2.9116227E+02
  3.2036108E+02  3.2314582E+02  3.2185481E+02  3.2312814E+02  1.1643453E+04  3.2312854E+02  3.2185524E+02  3.2314542E+02  3.2036108E+02
  3.5353375E+02  3.5630742E+02  3.5502767E+02  3.5628724E+02  1.2976078E+04  3.5628764E+02  3.5502810E+02  3.5630702E+02  3.5353375E+02
  3.8921645E+02  3.9197913E+02  3.9071051E+02  3.9195646E+02  1.4406549E+04  3.9195687E+02  3.9071095E+02  3.9197872E+02  3.8921644E+02
  4.2837993E+02  4.3113166E+02  4.2987410E+02  4.3110655E+02  1.5974566E+04  4.3110698E+02  4.2987454E+02  4.3113124E+02  4.2837991E+02
  4.7007166E+02  4.7281250E+02  4.7156590E+02  4.7278502E+02  1.7642059E+04  4.7278544E+02  4.7156635E+02  4.7281208E+02  4.7007165E+02
  5.1698569E+02  5.1971570E+02  5.1847995E+02  5.1968586E+02  1.9512195E+04  5.1968630E+02  5.1848040E+02  5.1971528E+02  5.1698569E+02
  5.6737102E+02  5.7009022E+02  5.6886525E+02  5.7005811E+02  2.1516082E+04  5.7005853E+02  5.6886571E+02  5.7008980E+02  5.6737101E+02
  6.2242828E+02  6.2513674E+02  6.2392243E+02  6.2510234E+02  2.3697860E+04  6.2510276E+02  6.2392287E+02  6.2513629E+02  6.2242825E+02
