PdfType: error
Format: lhagrid1
---
1.0000000E-09 1.2805087E-09 1.6397027E-09 2.0996536E-09 2.6886248E-09 3.4428076E-09 4.4085452E-09 5.6451808E-09 7.2287034E-09 9.2564179E-09 1.1852924E-08 1.5177773E-08 1.9435271E-08 2.4887035E-08 3.1868066E-08 4.0807337E-08 5.2254152E-08 6.6911899E-08 8.5681272E-08 1.0971562E-07 1.4049181E-07 1.7990099E-07 2.3036479E-07 2.9498413E-07 3.7772976E-07 4.8368627E-07 6.1936450E-07 7.9310166E-07 1.0155736E-06 1.3004509E-06 1.6652388E-06 2.1323528E-06 2.7304964E-06 3.4964246E-06 4.4772022E-06 5.7330966E-06 7.3412804E-06 9.4005738E-06 1.2037517E-05 1.5414146E-05 1.9737949E-05 2.5274616E-05 3.2364367E-05 4.1442855E-05 5.3067938E-05 6.7953959E-05 8.7015639E-05 1.1142429E-04 1.4267978E-04 1.8270270E-04 2.3395241E-04 2.9957810E-04 3.8361238E-04 4.9121901E-04 6.2901024E-04 8.0545312E-04 1.0313898E-03 1.3207036E-03 1.6911725E-03 2.1655612E-03 2.7730201E-03 3.5508765E-03 4.5469285E-03 5.8223817E-03 7.4556107E-03 9.5469747E-03 1.2224985E-02 1.5654200E-02 2.0045340E-02 2.5668233E-02 3.2868397E-02 4.2088270E-02 5.3894398E-02 6.9012248E-02 8.8370787E-02 1.0000000E-01 1.1216216E-01 1.2432432E-01 1.3648649E-01 1.4864865E-01 1.6081081E-01 1.7297297E-01 1.8513514E-01 1.9729730E-01 2.0945946E-01 2.2162162E-01 2.3378378E-01 2.4594595E-01 2.5810811E-01 2.7027027E-01 2.8243243E-01 2.9459459E-01 3.0675676E-01 3.1891892E-01 3.3108108E-01 3.4324324E-01 3.5540541E-01 3.6756757E-01 3.7972973E-01 3.9189189E-01 4.0405405E-01 4.1621622E-01 4.2837838E-01 4.4054054E-01 4.5270270E-01 4.6486486E-01 4.7702703E-01 4.8918919E-01 5.0135135E-01 5.1351351E-01 5.2567568E-01 5.3783784E-01 5.5000000E-01 5.6216216E-01 5.7432432E-01 5.8648649E-01 5.9864865E-01 6.1081081E-01 6.2297297E-01 6.3513514E-01 6.4729730E-01 6.5945946E-01 6.7162162E-01 6.8378378E-01 6.9594595E-01 7.0810811E-01 7.2027027E-01 7.3243243E-01 7.4459459E-01 7.5675676E-01 7.6891892E-01 7.8108108E-01 7.9324324E-01 8.0540541E-01 8.1756757E-01 8.2972973E-01 8.4189189E-01 8.5405405E-01 8.6621622E-01 8.7837838E-01 8.9054054E-01 9.0270270E-01 9.1486486E-01 9.2702703E-01 9.3918919E-01 9.5135135E-01 9.6351351E-01 9.7567568E-01 9.8783784E-01 1.0000000E+00 
1.6500000E+00 1.7793910E+00 1.9247333E+00 2.0884973E+00 2.2736105E+00 2.4835549E+00 2.7224883E+00 2.9953961E+00 3.3082803E+00 3.6683991E+00 4.0845679E+00 4.5675444E+00 5.1305183E+00 5.7897417E+00 6.5653430E+00 7.4823834E+00 8.5722375E+00 9.8744066E+00 1.1438917E+01 1.3329511E+01 1.5627920E+01 1.8439624E+01 2.1901684E+01 2.6193436E+01 3.1551251E+01 3.8289017E+01 4.6826828E+01 5.7731479E+01 7.1774137E+01 9.0013188E+01 1.1391437E+02 1.4552664E+02 1.8774214E+02 2.4468456E+02 3.2229530E+02 4.2922806E+02 5.7822978E+02 7.8829760E+02 1.0880891E+03 1.5213834E+03 2.1559410E+03 3.0980758E+03 4.5169627E+03 6.6857830E+03 1.0052440E+04 1.5363022E+04 2.3880935E+04 3.7782467E+04 6.0883588E+04 1.0000000E+05 
-4 -3 -2 -1 21 1 2 3 4 
  1.6693286E-01  3.5667471E+00  3.3663477E+00  3.5563314E+00  4.5175455E+01  3.5565924E+00  3.3666242E+00  3.5663668E+00  1.6693283E-01
  7.4643494E-01  4.1016165E+00  3.8642687E+00  4.0264100E+00  4.8285675E+01  4.0266765E+00  3.8645493E+00  4.1012325E+00  7.4643518E-01
  1.3870206E+00  4.6962178E+00  4.4440212E+00  4.5802719E+00  5.2189177E+01  4.5805444E+00  4.4443077E+00  4.6958299E+00  1.3870212E+00
  2.0877747E+00  5.3517737E+00  5.1040168E+00  5.2262146E+00  5.6775205E+01  5.2264945E+00  5.1043073E+00  5.3513825E+00  2.0877755E+00
  2.8540715E+00  6.0756382E+00  5.8274248E+00  5.9413339E+00  6.2085080E+01  5.9416223E+00  5.8277243E+00  6.0752440E+00  2.8540725E+00
  3.6931445E+00  6.8758835E+00  6.6232719E+00  6.7400662E+00  6.8234846E+01  6.7403662E+00  6.6235753E+00  6.8754894E+00  3.6931459E+00
  4.6103613E+00  7.7642276E+00  7.4962652E+00  7.6236068E+00  7.5357594E+01  7.6239150E+00  7.4965770E+00  7.7638267E+00  4.6103631E+00
  5.6128872E+00  8.7387508E+00  8.4597251E+00  8.5989309E+00  8.3633400E+01  8.5992430E+00  8.4600413E+00  8.7383466E+00  5.6128891E+00
  6.7090037E+00  9.8053915E+00  9.5138786E+00  9.6664046E+00  9.3367038E+01  9.6667208E+00  9.5141988E+00  9.8049834E+00  6.7090056E+00
  7.9087163E+00  1.0973521E+01  1.0667935E+01  1.0839255E+01  1.0498898E+02  1.0839576E+01  1.0668259E+01  1.0973109E+01  7.9087187E+00
  9.2288094E+00  1.2255414E+01  1.1938571E+01  1.2129116E+01  1.1923345E+02  1.2129442E+01  1.1938901E+01  1.2254994E+01  9.2288117E+00
  1.0676785E+01  1.3671360E+01  1.3335564E+01  1.3544848E+01  1.3691278E+02  1.3545177E+01  1.3335899E+01  1.3670937E+01  1.0676787E+01
  1.2263602E+01  1.5228318E+01  1.4871360E+01  1.5101600E+01  1.5912207E+02  1.5101935E+01  1.4871702E+01  1.5227891E+01  1.2263604E+01
  1.4008131E+01  1.6950039E+01  1.6569358E+01  1.6823124E+01  1.8671813E+02  1.6823463E+01  1.6569702E+01  1.6949607E+01  1.4008134E+01
  1.5927933E+01  1.8851488E+01  1.8441344E+01  1.8721526E+01  2.2031914E+02  1.8721871E+01  1.8441696E+01  1.8851052E+01  1.5927937E+01
  1.8039333E+01  2.0951379E+01  2.0511487E+01  2.0821255E+01  2.6087774E+02  2.0821605E+01  2.0511843E+01  2.0950940E+01  1.8039336E+01
  2.0363853E+01  2.3264508E+01  2.2791313E+01  2.3134233E+01  3.0932683E+02  2.3134586E+01  2.2791673E+01  2.3264066E+01  2.0363857E+01
  2.2933533E+01  2.5822909E+01  2.5312225E+01  2.5692489E+01  3.6668265E+02  2.5692846E+01  2.5312589E+01  2.5822462E+01  2.2933537E+01
  2.5763063E+01  2.8641266E+01  2.8088691E+01  2.8510710E+01  4.3513620E+02  2.8511071E+01  2.8089061E+01  2.8640816E+01  2.5763067E+01
  2.8889302E+01  3.1756434E+01  3.1156846E+01  3.1625748E+01  5.1579318E+02  3.1626114E+01  3.1157219E+01  3.1755980E+01  2.8889306E+01
  3.2341828E+01  3.5197985E+01  3.4545729E+01  3.5067179E+01  6.1030200E+02  3.5067548E+01  3.4546106E+01  3.5197527E+01  3.2341831E+01
  3.6161071E+01  3.9006349E+01  3.8307135E+01  3.8875427E+01  7.1995484E+02  3.8875801E+01  3.8307522E+01  3.9005887E+01  3.6161075E+01
  4.0397884E+01  4.3232365E+01  4.2502156E+01  4.3101341E+01  8.4511374E+02  4.3101718E+01  4.2502547E+01  4.3231901E+01  4.0397888E+01
  4.5079237E+01  4.7903011E+01  4.7173783E+01  4.7771887E+01  9.9019265E+02  4.7772268E+01  4.7174182E+01  4.7902543E+01  4.5079240E+01
  5.0263608E+01  5.3076757E+01  5.2352658E+01  5.2945541E+01  1.1573207E+03  5.2945928E+01  5.2353062E+01  5.3076284E+01  5.0263614E+01
